RECORD_DATE,COUNTRY,CURRENCY,CURRENCY_DETAIL,RATE,YEAR,MONTH,DAY
9/30/18,ITALY,EURO,ITALY-EURO,0.863,2018,9,30
3/31/18,ITALY,EURO,ITALY-EURO,0.811,2018,3,31
9/30/19,ITALY,EURO,ITALY-EURO,0.917,2019,9,30
3/31/19,ITALY,EURO,ITALY-EURO,0.89,2019,3,31
6/30/19,ITALY,EURO,ITALY-EURO,0.879,2019,6,30
12/31/19,Iceland,Krona,Iceland-Krona,135.13,2020,12,31
9/30/20,Iceland,Krona,Iceland-Krona,138.4,2020,9,30
3/31/20,Iceland,Krona,Iceland-Krona,142.02,2020,3,31
12/31/20,Iceland,Krona,Iceland-Krona,127.11,2021,12,31
6/30/20,Iceland,Krona,Iceland-Krona,138.73,2020,6,30
12/31/19,India,Rupee,India-Rupee,71,2020,12,31
9/30/20,India,Rupee,India-Rupee,73.72,2020,9,30
3/31/20,India,Rupee,India-Rupee,75,2020,3,31
12/31/20,India,Rupee,India-Rupee,73.034,2021,12,31
6/30/20,India,Rupee,India-Rupee,75.3,2020,6,30
12/31/19,Indonesia,Rupiah,Indonesia-Rupiah,13895,2020,12,31
9/30/20,Indonesia,Rupiah,Indonesia-Rupiah,14900,2020,9,30
3/31/20,Indonesia,Rupiah,Indonesia-Rupiah,14285,2020,3,31
12/31/20,Indonesia,Rupiah,Indonesia-Rupiah,14028,2021,12,31
6/30/20,Indonesia,Rupiah,Indonesia-Rupiah,14230,2020,6,30
12/31/19,Iran,Rial,Iran-Rial,42000,2020,12,31
9/30/20,Iran,Rial,Iran-Rial,42000,2020,9,30
3/31/20,Iran,Rial,Iran-Rial,42000,2020,3,31
12/31/20,Iran,Rial,Iran-Rial,42000,2021,12,31
6/30/20,Iran,Rial,Iran-Rial,42000,2020,6,30
12/31/19,Iraq,Dinar,Iraq-Dinar,1138,2020,12,31
9/30/20,Iraq,Dinar,Iraq-Dinar,1138,2020,9,30
3/31/20,Iraq,Dinar,Iraq-Dinar,1138,2020,3,31
12/31/20,Iraq,Dinar,Iraq-Dinar,1458,2021,12,31
6/30/20,Iraq,Dinar,Iraq-Dinar,1138,2020,6,30
12/31/19,Ireland,Euro,Ireland-Euro,0.89,2020,12,31
9/30/20,Ireland,Euro,Ireland-Euro,0.854,2020,9,30
3/31/20,Ireland,Euro,Ireland-Euro,0.914,2020,3,31
6/30/20,Ireland,Euro,Ireland-Euro,0.893,2020,6,30
12/31/19,Israel,Shekel,Israel-Shekel,3.454,2020,12,31
9/30/20,Israel,Shekel,Israel-Shekel,3.44,2020,9,30
3/31/20,Israel,Shekel,Israel-Shekel,3.563,2020,3,31
6/30/20,Israel,Shekel,Israel-Shekel,3.465,2020,6,30
12/31/20,Israel,Shekel,Israel-Shekel,3.213,2021,12,31
12/31/19,Italy,Euro,Italy-Euro,0.89,2020,12,31
9/30/20,Italy,Euro,Italy-Euro,0.854,2020,9,30
3/31/20,Italy,Euro,Italy-Euro,0.914,2020,3,31
6/30/20,Italy,Euro,Italy-Euro,0.893,2020,6,30
12/31/18,JAMAICA,DOLLAR,JAMAICA-DOLLAR,126,2019,12,31
6/30/18,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128,2018,6,30
9/30/18,JAMAICA,DOLLAR,JAMAICA-DOLLAR,132,2018,9,30
3/31/18,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128,2018,3,31
9/30/19,JAMAICA,DOLLAR,JAMAICA-DOLLAR,136,2019,9,30
3/31/19,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128,2019,3,31
6/30/19,JAMAICA,DOLLAR,JAMAICA-DOLLAR,132,2019,6,30
12/31/18,JAPAN,YEN,JAPAN-YEN,109.85,2019,12,31
6/30/18,JAPAN,YEN,JAPAN-YEN,110.6,2018,6,30
9/30/18,JAPAN,YEN,JAPAN-YEN,113.35,2018,9,30
3/31/18,JAPAN,YEN,JAPAN-YEN,106.19,2018,3,31
9/30/19,JAPAN,YEN,JAPAN-YEN,108.02,2019,9,30
3/31/19,JAPAN,YEN,JAPAN-YEN,110.76,2019,3,31
6/30/19,JAPAN,YEN,JAPAN-YEN,107.73,2019,6,30
12/31/18,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.749,2019,12,31
6/30/18,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.653,2018,6,30
9/30/18,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.636,2018,9,30
3/31/18,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.503,2018,3,31
9/30/19,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.475,2019,9,30
3/31/19,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.63,2019,3,31
6/30/19,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.567,2019,6,30
12/31/18,JORDAN,DINAR,JORDAN-DINAR,0.708,2019,12,31
6/30/18,JORDAN,DINAR,JORDAN-DINAR,0.708,2018,6,30
9/30/18,JORDAN,DINAR,JORDAN-DINAR,0.708,2018,9,30
3/31/18,JORDAN,DINAR,JORDAN-DINAR,0.708,2018,3,31
9/30/19,JORDAN,DINAR,JORDAN-DINAR,0.708,2019,9,30
3/31/19,JORDAN,DINAR,JORDAN-DINAR,0.708,2019,3,31
6/30/19,JORDAN,DINAR,JORDAN-DINAR,0.708,2019,6,30
12/31/19,Jamaica,Dollar,Jamaica-Dollar,136,2020,12,31
9/30/20,Jamaica,Dollar,Jamaica-Dollar,150,2020,9,30
3/31/20,Jamaica,Dollar,Jamaica-Dollar,137,2020,3,31
12/31/20,Jamaica,Dollar,Jamaica-Dollar,150,2021,12,31
6/30/20,Jamaica,Dollar,Jamaica-Dollar,145,2020,6,30
12/31/19,Japan,Yen,Japan-Yen,108.53,2020,12,31
9/30/20,Japan,Yen,Japan-Yen,105.7,2020,9,30
3/31/20,Japan,Yen,Japan-Yen,108.66,2020,3,31
12/31/20,Japan,Yen,Japan-Yen,103.08,2021,12,31
6/30/20,Japan,Yen,Japan-Yen,107.75,2020,6,30
12/31/19,Jerusalem,Shekel,Jerusalem-Shekel,3.454,2020,12,31
9/30/20,Jerusalem,Shekel,Jerusalem-Shekel,3.44,2020,9,30
3/31/20,Jerusalem,Shekel,Jerusalem-Shekel,3.563,2020,3,31
6/30/20,Jerusalem,Shekel,Jerusalem-Shekel,3.465,2020,6,30
12/31/19,Jordan,Dinar,Jordan-Dinar,0.708,2020,12,31
9/30/20,Jordan,Dinar,Jordan-Dinar,0.708,2020,9,30
3/31/20,Jordan,Dinar,Jordan-Dinar,0.708,2020,3,31
12/31/20,Jordan,Dinar,Jordan-Dinar,0.708,2021,12,31
6/30/20,Jordan,Dinar,Jordan-Dinar,0.708,2020,6,30
12/31/18,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,375.15,2019,12,31
6/30/18,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,341.31,2018,6,30
9/30/18,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,361.82,2018,9,30
3/31/18,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,319.02,2018,3,31
9/30/19,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,387.63,2019,9,30
3/31/19,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,380.06,2019,3,31
6/30/19,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,379.85,2019,6,30
12/31/18,KENYA,SHILLING,KENYA-SHILLING,101.8,2019,12,31
6/30/18,KENYA,SHILLING,KENYA-SHILLING,100.8,2018,6,30
9/30/18,KENYA,SHILLING,KENYA-SHILLING,100.8,2018,9,30
3/31/18,KENYA,SHILLING,KENYA-SHILLING,100.65,2018,3,31
9/30/19,KENYA,SHILLING,KENYA-SHILLING,103.75,2019,9,30
3/31/19,KENYA,SHILLING,KENYA-SHILLING,100.65,2019,3,31
6/30/19,KENYA,SHILLING,KENYA-SHILLING,102.24,2019,6,30
12/31/18,KOREA,WON,KOREA-WON,1114.49,2019,12,31
6/30/18,KOREA,WON,KOREA-WON,1112.01,2018,6,30
9/30/18,KOREA,WON,KOREA-WON,1109.7,2018,9,30
3/31/18,KOREA,WON,KOREA-WON,1061.05,2018,3,31
9/30/19,KOREA,WON,KOREA-WON,1198.2,2019,9,30
3/31/19,KOREA,WON,KOREA-WON,1135.05,2019,3,31
6/30/19,KOREA,WON,KOREA-WON,1154.45,2019,6,30
12/31/18,KOSOVO,EURO,KOSOVO-EURO,0.872,2019,12,31
9/30/18,KOSOVO,EURO,KOSOVO-EURO,0.863,2018,9,30
9/30/19,KOSOVO,EURO,KOSOVO-EURO,0.917,2019,9,30
3/31/19,KOSOVO,EURO,KOSOVO-EURO,0.89,2019,3,31
6/30/19,KOSOVO,EURO,KOSOVO-EURO,0.879,2019,6,30
12/31/18,KUWAIT,DINAR,KUWAIT-DINAR,0.303,2019,12,31
6/30/18,KUWAIT,DINAR,KUWAIT-DINAR,0.303,2018,6,30
9/30/18,KUWAIT,DINAR,KUWAIT-DINAR,0.303,2018,9,30
3/31/18,KUWAIT,DINAR,KUWAIT-DINAR,0.3,2018,3,31
9/30/19,KUWAIT,DINAR,KUWAIT-DINAR,0.304,2019,9,30
3/31/19,KUWAIT,DINAR,KUWAIT-DINAR,0.304,2019,3,31
6/30/19,KUWAIT,DINAR,KUWAIT-DINAR,0.303,2019,6,30
12/31/18,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.8,2019,12,31
6/30/18,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,68,2018,6,30
9/30/18,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69,2018,9,30
3/31/18,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,68.4,2018,3,31
9/30/19,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.8,2019,9,30
3/31/19,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.8,2019,3,31
6/30/19,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.6,2019,6,30
12/31/19,Kazakhstan,Tenge,Kazakhstan-Tenge,381.18,2020,12,31
9/30/20,Kazakhstan,Tenge,Kazakhstan-Tenge,432.68,2020,9,30
3/31/20,Kazakhstan,Tenge,Kazakhstan-Tenge,448.01,2020,3,31
12/31/20,Kazakhstan,Tenge,Kazakhstan-Tenge,421.27,2021,12,31
6/30/20,Kazakhstan,Tenge,Kazakhstan-Tenge,403.83,2020,6,30
12/31/19,Kenya,Shilling,Kenya-Shilling,101.25,2020,12,31
9/30/20,Kenya,Shilling,Kenya-Shilling,108.4,2020,9,30
3/31/20,Kenya,Shilling,Kenya-Shilling,105.05,2020,3,31
12/31/20,Kenya,Shilling,Kenya-Shilling,109.1,2021,12,31
6/30/20,Kenya,Shilling,Kenya-Shilling,106.5,2020,6,30
12/31/19,Korea,Won,Korea-Won,1153.7,2020,12,31
9/30/20,Korea,Won,Korea-Won,1169.28,2020,9,30
3/31/20,Korea,Won,Korea-Won,1223.57,2020,3,31
12/31/20,Korea,Won,Korea-Won,1087.66,2021,12,31
6/30/20,Korea,Won,Korea-Won,1201.29,2020,6,30
12/31/19,Kosovo,Euro,Kosovo-Euro,0.89,2020,12,31
9/30/20,Kosovo,Euro,Kosovo-Euro,0.854,2020,9,30
3/31/20,Kosovo,Euro,Kosovo-Euro,0.914,2020,3,31
6/30/20,Kosovo,Euro,Kosovo-Euro,0.893,2020,6,30
12/31/19,Kuwait,Dinar,Kuwait-Dinar,0.303,2020,12,31
9/30/20,Kuwait,Dinar,Kuwait-Dinar,0.306,2020,9,30
3/31/20,Kuwait,Dinar,Kuwait-Dinar,0.314,2020,3,31
12/31/20,Kuwait,Dinar,Kuwait-Dinar,0.304,2021,12,31
6/30/20,Kuwait,Dinar,Kuwait-Dinar,0.307,2020,6,30
12/31/19,Kyrgyzstan,Som,Kyrgyzstan-Som,69.6,2020,12,31
9/30/20,Kyrgyzstan,Som,Kyrgyzstan-Som,79.6,2020,9,30
12/31/20,Kyrgyzstan,Som,Kyrgyzstan-Som,82.65,2021,12,31
3/31/20,Kyrgyzstan,Som,Kyrgyzstan-Som,78.2,2020,3,31
6/30/20,Kyrgyzstan,Som,Kyrgyzstan-Som,74.9,2020,6,30
12/31/18,LAOS,KIP,LAOS-KIP,8535,2019,12,31
6/30/18,LAOS,KIP,LAOS-KIP,8400,2018,6,30
9/30/18,LAOS,KIP,LAOS-KIP,8502,2018,9,30
3/31/18,LAOS,KIP,LAOS-KIP,8274,2018,3,31
9/30/19,LAOS,KIP,LAOS-KIP,8810,2019,9,30
3/31/19,LAOS,KIP,LAOS-KIP,8580,2019,3,31
6/30/19,LAOS,KIP,LAOS-KIP,8645,2019,6,30
12/31/18,LATVIA,EURO,LATVIA-EURO,0.872,2019,12,31
6/30/18,LATVIA,EURO,LATVIA-EURO,0.858,2018,6,30
9/30/18,LATVIA,EURO,LATVIA-EURO,0.863,2018,9,30
3/31/18,LATVIA,EURO,LATVIA-EURO,0.811,2018,3,31
9/30/19,LATVIA,EURO,LATVIA-EURO,0.917,2019,9,30
3/31/19,LATVIA,EURO,LATVIA-EURO,0.89,2019,3,31
6/30/19,LATVIA,EURO,LATVIA-EURO,0.879,2019,6,30
12/31/18,LEBANON,POUND,LEBANON-POUND,1500,2019,12,31
6/30/18,LEBANON,POUND,LEBANON-POUND,1500,2018,6,30
9/30/18,LEBANON,POUND,LEBANON-POUND,1500,2018,9,30
3/31/18,LEBANON,POUND,LEBANON-POUND,1500,2018,3,31
9/30/19,LEBANON,POUND,LEBANON-POUND,1500,2019,9,30
3/31/19,LEBANON,POUND,LEBANON-POUND,1500,2019,3,31
6/30/19,LEBANON,POUND,LEBANON-POUND,1500,2019,6,30
12/31/18,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,14.35,2019,12,31
6/30/18,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,13.748,2018,6,30
9/30/18,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,14.214,2018,9,30
3/31/18,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,11.823,2018,3,31
9/30/19,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,15.195,2019,9,30
3/31/19,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,14.515,2019,3,31
6/30/19,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,14.168,2019,6,30
12/31/18,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,155.71,2019,12,31
12/31/18,LIBERIA,DOLLAR,LIBERIA-DOLLAR,156.71,2019,12,31
6/30/18,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,149.23,2018,6,30
9/30/18,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,155.27,2018,9,30
3/31/18,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,131.75,2018,3,31
9/30/19,LIBERIA,DOLLAR,LIBERIA-DOLLAR,208.44,2019,9,30
3/31/19,LIBERIA,DOLLAR,LIBERIA-DOLLAR,164.01,2019,3,31
6/30/19,LIBERIA,DOLLAR,LIBERIA-DOLLAR,195.3,2019,6,30
12/31/18,LIBYA,DINAR,LIBYA-DINAR,1.386,2019,12,31
6/30/18,LIBYA,DINAR,LIBYA-DINAR,1.374,2018,6,30
9/30/18,LIBYA,DINAR,LIBYA-DINAR,1.375,2018,9,30
3/31/18,LIBYA,DINAR,LIBYA-DINAR,1.326,2018,3,31
9/30/19,LIBYA,DINAR,LIBYA-DINAR,1.413,2019,9,30
3/31/19,LIBYA,DINAR,LIBYA-DINAR,1.386,2019,3,31
6/30/19,LIBYA,DINAR,LIBYA-DINAR,1.388,2019,6,30
12/31/18,LITHUANIA,EURO,LITHUANIA-EURO,0.872,2019,12,31
6/30/18,LITHUANIA,EURO,LITHUANIA-EURO,0.858,2018,6,30
9/30/18,LITHUANIA,EURO,LITHUANIA-EURO,0.863,2018,9,30
3/31/18,LITHUANIA,EURO,LITHUANIA-EURO,0.811,2018,3,31
9/30/19,LITHUANIA,EURO,LITHUANIA-EURO,0.917,2019,9,30
3/31/19,LITHUANIA,EURO,LITHUANIA-EURO,0.89,2019,3,31
6/30/19,LITHUANIA,EURO,LITHUANIA-EURO,0.879,2019,6,30
12/31/18,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.872,2019,12,31
6/30/18,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.858,2018,6,30
9/30/18,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.863,2018,9,30
3/31/18,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.811,2018,3,31
9/30/19,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.917,2019,9,30
3/31/19,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.89,2019,3,31
6/30/19,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.879,2019,6,30
12/31/19,Laos,Kip,Laos-Kip,8865,2020,12,31
9/30/20,Laos,Kip,Laos-Kip,9174.61,2020,9,30
12/31/20,Laos,Kip,Laos-Kip,9280,2021,12,31
3/31/20,Laos,Kip,Laos-Kip,8920,2020,3,31
6/30/20,Laos,Kip,Laos-Kip,9022,2020,6,30
12/31/19,Latvia,Euro,Latvia-Euro,0.89,2020,12,31
9/30/20,Latvia,Euro,Latvia-Euro,0.854,2020,9,30
3/31/20,Latvia,Euro,Latvia-Euro,0.914,2020,3,31
6/30/20,Latvia,Euro,Latvia-Euro,0.893,2020,6,30
12/31/19,Lebanon,Pound,Lebanon-Pound,1500,2020,12,31
9/30/20,Lebanon,Pound,Lebanon-Pound,1500,2020,9,30
12/31/20,Lebanon,Pound,Lebanon-Pound,1500,2021,12,31
3/31/20,Lebanon,Pound,Lebanon-Pound,1500,2020,3,31
6/30/20,Lebanon,Pound,Lebanon-Pound,1500,2020,6,30
12/31/19,Lesotho,Maloti,Lesotho-Maloti,15.574,2020,12,31
9/30/20,Lesotho,Maloti,Lesotho-Maloti,14.966,2020,9,30
12/31/20,Lesotho,Maloti,Lesotho-Maloti,14.673,2021,12,31
3/31/20,Lesotho,Maloti,Lesotho-Maloti,17.872,2020,3,31
6/30/20,Lesotho,Maloti,Lesotho-Maloti,17.352,2020,6,30
12/31/19,Liberia,Dollar,Liberia-Dollar,186.99,2020,12,31
9/30/20,Liberia,Dollar,Liberia-Dollar,158,2020,9,30
12/31/20,Liberia,Dollar,Liberia-Dollar,4.451,2021,12,31
3/31/20,Liberia,Dollar,Liberia-Dollar,197.13,2020,3,31
6/30/20,Liberia,Dollar,Liberia-Dollar,198.78,2020,6,30
12/31/19,Libya,Dinar,Libya-Dinar,1.396,2020,12,31
9/30/20,Libya,Dinar,Libya-Dinar,1.371,2020,9,30
12/31/20,Libya,Dinar,Libya-Dinar,1.333,2021,12,31
3/31/20,Libya,Dinar,Libya-Dinar,1.405,2020,3,31
6/30/20,Libya,Dinar,Libya-Dinar,1.394,2020,6,30
12/31/19,Lithuania,Euro,Lithuania-Euro,0.89,2020,12,31
9/30/20,Lithuania,Euro,Lithuania-Euro,0.854,2020,9,30
3/31/20,Lithuania,Euro,Lithuania-Euro,0.914,2020,3,31
6/30/20,Lithuania,Euro,Lithuania-Euro,0.893,2020,6,30
12/31/19,Luxembourg,Euro,Luxembourg-Euro,0.89,2020,12,31
9/30/20,Luxembourg,Euro,Luxembourg-Euro,0.854,2020,9,30
3/31/20,Luxembourg,Euro,Luxembourg-Euro,0.914,2020,3,31
6/30/20,Luxembourg,Euro,Luxembourg-Euro,0.893,2020,6,30
6/30/18,MACAO,MOP,MACAO-MOP,8,2018,6,30
9/30/18,MACAO,MOP,MACAO-MOP,8,2018,9,30
3/31/18,MACAO,MOP,MACAO-MOP,8,2018,3,31
12/31/18,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),53.5,2019,12,31
6/30/18,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),52.55,2018,6,30
9/30/18,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),52.89,2018,9,30
3/31/18,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),49.69,2018,3,31
3/31/19,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),54.57,2019,3,31
6/30/19,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),53.96,2019,6,30
12/31/18,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3470.2,2019,12,31
6/30/18,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3323.24,2018,6,30
9/30/18,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3421.6001,2018,9,30
3/31/18,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3213.25,2018,3,31
9/30/19,MADAGASCAR,Ariary,MADAGASCAR-Ariary,3734.6,2019,9,30
3/31/19,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3572,2019,3,31
6/30/19,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3591.4,2019,6,30
12/31/18,MALAWI,KWACHA,MALAWI-KWACHA,733,2019,12,31
6/30/18,MALAWI,KWACHA,MALAWI-KWACHA,731,2018,6,30
9/30/18,MALAWI,KWACHA,MALAWI-KWACHA,733,2018,9,30
3/31/18,MALAWI,KWACHA,MALAWI-KWACHA,731,2018,3,31
9/30/19,MALAWI,KWACHA,MALAWI-KWACHA,760,2019,9,30
3/31/19,MALAWI,KWACHA,MALAWI-KWACHA,740,2019,3,31
6/30/19,MALAWI,KWACHA,MALAWI-KWACHA,789,2019,6,30
12/31/18,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.13,2019,12,31
6/30/18,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.038,2018,6,30
9/30/18,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.137,2018,9,30
3/31/18,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,3.862,2018,3,31
9/30/19,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.185,2019,9,30
3/31/19,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.08,2019,3,31
6/30/19,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.13,2019,6,30
12/31/18,MALDIVES,RUFIYAA,MALDIVES-RUFIYAA,15.42,2019,12,31
9/30/19,MALDIVES,RUFIYAA,MALDIVES-RUFIYAA,15.42,2019,9,30
3/31/19,MALDIVES,RUFIYAA,MALDIVES-RUFIYAA,15.42,2019,3,31
6/30/19,MALDIVES,RUFIYAA,MALDIVES-RUFIYAA,15.42,2019,6,30
12/31/18,MALI,CFA FRANC,MALI-CFA FRANC,568.65,2019,12,31
6/30/18,MALI,CFA FRANC,MALI-CFA FRANC,580.14,2018,6,30
9/30/18,MALI,CFA FRANC,MALI-CFA FRANC,556.92,2018,9,30
3/31/18,MALI,CFA FRANC,MALI-CFA FRANC,529.3,2018,3,31
9/30/19,MALI,CFA FRANC,MALI-CFA FRANC,596,2019,9,30
3/31/19,MALI,CFA FRANC,MALI-CFA FRANC,576.45,2019,3,31
6/30/19,MALI,CFA FRANC,MALI-CFA FRANC,573.5,2019,6,30
12/31/18,MALTA,EURO,MALTA-EURO,0.872,2019,12,31
6/30/18,MALTA,EURO,MALTA-EURO,0.858,2018,6,30
9/30/18,MALTA,EURO,MALTA-EURO,0.863,2018,9,30
3/31/18,MALTA,EURO,MALTA-EURO,0.811,2018,3,31
9/30/19,MALTA,EURO,MALTA-EURO,0.917,2019,9,30
3/31/19,MALTA,EURO,MALTA-EURO,0.89,2019,3,31
6/30/19,MALTA,EURO,MALTA-EURO,0.879,2019,6,30
12/31/18,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1,2019,12,31
6/30/18,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1,2018,6,30
9/30/18,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1,2018,9,30
3/31/18,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1,2018,3,31
9/30/19,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1,2019,9,30
3/31/19,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1,2019,3,31
6/30/19,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1,2019,6,30
12/31/18,MARTINIQUE,EURO,MARTINIQUE-EURO,0.872,2019,12,31
6/30/18,MARTINIQUE,EURO,MARTINIQUE-EURO,0.858,2018,6,30
9/30/18,MARTINIQUE,EURO,MARTINIQUE-EURO,0.863,2018,9,30
3/31/18,MARTINIQUE,EURO,MARTINIQUE-EURO,0.811,2018,3,31
3/31/19,MARTINIQUE,EURO,MARTINIQUE-EURO,0.89,2019,3,31
6/30/19,MARTINIQUE,EURO,MARTINIQUE-EURO,0.879,2019,6,30
12/31/18,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,36,2019,12,31
6/30/18,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,35.5,2018,6,30
9/30/18,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,35.5,2018,9,30
3/31/18,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,355,2018,3,31
9/30/19,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,36,2019,9,30
3/31/19,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,36,2019,3,31
6/30/19,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,36,2019,6,30
12/31/18,MAURITIUS,RUPEE,MAURITIUS-RUPEE,34.15,2019,12,31
6/30/18,MAURITIUS,RUPEE,MAURITIUS-RUPEE,34.65,2018,6,30
9/30/18,MAURITIUS,RUPEE,MAURITIUS-RUPEE,34.25,2018,9,30
3/31/18,MAURITIUS,RUPEE,MAURITIUS-RUPEE,33.48,2018,3,31
9/30/19,MAURITIUS,RUPEE,MAURITIUS-RUPEE,36.1,2019,9,30
3/31/19,MAURITIUS,RUPEE,MAURITIUS-RUPEE,34.78,2019,3,31
6/30/19,MAURITIUS,RUPEE,MAURITIUS-RUPEE,35.5,2019,6,30
12/31/18,MEXICO,PESO,MEXICO-PESO,19.654,2019,12,31
6/30/18,MEXICO,NEW PESO,MEXICO-NEW PESO,19.663,2018,6,30
9/30/18,MEXICO,NEW PESO,MEXICO-NEW PESO,18.837,2018,9,30
3/31/18,MEXICO,NEW PESO,MEXICO-NEW PESO,18.181,2018,3,31
9/30/19,MEXICO,PESO,MEXICO-PESO,19.725,2019,9,30
3/31/19,MEXICO,PESO,MEXICO-PESO,19.295,2019,3,31
6/30/19,MEXICO,PESO,MEXICO-PESO,19.175,2019,6,30
12/31/18,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1,2019,12,31
6/30/18,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1,2018,6,30
9/30/18,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1,2018,9,30
3/31/18,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1,2018,3,31
9/30/19,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1,2019,9,30
3/31/19,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1,2019,3,31
6/30/19,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1,2019,6,30
