RECORD_DATE,COUNTRY,CURRENCY,CURRENCY_DETAIL,RATE,YEAR,MONTH,DAY
6/30/22,Mozambique,Metical,Mozambique-Metical,63.2,2022,6,30
6/30/22,Nambia,Dollar,Nambia-Dollar,16.365,2022,6,30
6/30/22,Nepal,Rupee,Nepal-Rupee,126.1,2022,6,30
6/30/22,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2022,6,30
6/30/22,New Zealand,Dollar,New Zealand-Dollar,1.608,2022,6,30
6/30/22,Nicaragua,Cordoba,Nicaragua-Cordoba,35.85,2022,6,30
6/30/22,Niger,CFA Franc,Niger-CFA Franc,621.25,2022,6,30
6/30/22,Nigeria,Naira,Nigeria-Naira,416,2022,6,30
6/30/22,Norway,Krone,Norway-Krone,9.941,2022,6,30
6/30/22,Oman,Rial,Oman-Rial,0.385,2022,6,30
6/30/22,Pakistan,Rupee,Pakistan-Rupee,203.85,2022,6,30
6/30/22,Panama,Dolares,Panama-Dolares,1,2022,6,30
6/30/22,Papua New Guinea,Kina,Papua New Guinea-Kina,3.521,2022,6,30
6/30/22,Paraguay,Guarani,Paraguay-Guarani,6846.76,2022,6,30
6/30/22,Peru,Sol,Peru-Sol,3.775,2022,6,30
6/30/22,Philippines,Peso,Philippines-Peso,55.015,2022,6,30
6/30/22,Poland,Zloty,Poland-Zloty,4.508,2022,6,30
6/30/22,Qatar,Riyal,Qatar-Riyal,3.663,2022,6,30
6/30/22,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,59.18,2022,6,30
6/30/22,Republic of Palau,Dollar,Republic of Palau-Dollar,1,2022,6,30
6/30/22,Romania,New Leu,Romania-New Leu,4.756,2022,6,30
6/30/22,Russia,Ruble,Russia-Ruble,52.5,2022,6,30
6/30/22,Rwanda,Franc,Rwanda-Franc,1020,2022,6,30
6/30/22,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,23.199,2022,6,30
6/30/22,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2022,6,30
6/30/22,Senegal,CFA Franc,Senegal-CFA Franc,621.25,2022,6,30
6/30/22,Serbia,Dinar,Serbia-Dinar,112.72,2022,6,30
6/30/22,Seychelles,Rupee,Seychelles-Rupee,12.868,2022,6,30
6/30/22,Sierra Leone,Leone,Sierra Leone-Leone,13175,2022,6,30
6/30/22,Singapore,Dollar,Singapore-Dollar,1.394,2022,6,30
6/30/22,Solomon Islands,Dollar,Solomon Islands-Dollar,7.943,2022,6,30
6/30/22,Somali,Shilling,Somali-Shilling,575,2022,6,30
6/30/22,South,Sudanese-Pound,South-Sudanese-Pound,499,2022,6,30
6/30/22,South Africa,Rand,South Africa-Rand,16.365,2022,6,30
6/30/22,Sri Lanka,Rupee,Sri Lanka-Rupee,356,2022,6,30
6/30/22,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,2022,6,30
6/30/22,Sudan,Pound,Sudan-Pound,567,2022,6,30
6/30/22,Suriname,Dollar,Suriname-Dollar,22.107,2022,6,30
6/30/22,Swaziland,Langeni,Swaziland-Langeni,16.365,2022,6,30
6/30/22,Sweden,Krona,Sweden-Krona,10.317,2022,6,30
6/30/22,Switzerland,Franc,Switzerland-Franc,0.957,2022,6,30
6/30/22,Syria,Pound,Syria-Pound,2511,2022,6,30
6/30/22,Taiwan,Dollar,Taiwan-Dollar,29.784,2022,6,30
6/30/22,Tajikistan,Somoni,Tajikistan-Somoni,9.7,2022,6,30
6/30/22,Tanzania,Shilling,Tanzania-Shilling,2327,2022,6,30
6/30/22,Thailand,Baht,Thailand-Baht,35.35,2022,6,30
6/30/22,Timor,Leste-Dili,Timor-Leste-Dili,1,2022,6,30
6/30/22,Togo,CFA Franc,Togo-CFA Franc,621.25,2022,6,30
6/30/22,Tonga,Pa'anga,Tonga-Pa'anga,2.232,2022,6,30
6/30/22,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.756,2022,6,30
6/30/22,Tunisia,Dinar,Tunisia-Dinar,3.073,2022,6,30
6/30/22,Turkey,New Lira,Turkey-New Lira,16.669,2022,6,30
6/30/22,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2022,6,30
6/30/22,Uganda,Shilling,Uganda-Shilling,3745,2022,6,30
6/30/22,Ukraine,Hryvnia,Ukraine-Hryvnia,29.5,2022,6,30
6/30/22,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2022,6,30
6/30/22,United Kingdom,Pound,United Kingdom-Pound,0.826,2022,6,30
6/30/22,Uruguay,Peso,Uruguay-Peso,39.07,2022,6,30
6/30/22,Uzbekistan,Som,Uzbekistan-Som,10844.21,2022,6,30
6/30/22,Vanuatu,Vatu,Vanuatu-Vatu,116.08,2022,6,30
6/30/22,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,5.521,2022,6,30
6/30/22,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832,2022,6,30
6/30/22,Vietnam,Dong,Vietnam-Dong,23255,2022,6,30
6/30/22,Western Samoa,Tala,Western Samoa-Tala,2.665,2022,6,30
6/30/22,Yemen,Rial,Yemen-Rial,580,2022,6,30
6/30/22,Zambia,New Kwacha,Zambia-New Kwacha,16.8,2022,6,30
6/30/22,Zimbabwe,RTGS,Zimbabwe-RTGS,330.029,2022,6,30
3/31/22,Armenia,Dram,Armenia-Dram,420,2022,3,31
3/31/22,Japan,Yen,Japan-Yen,134.46,2022,3,31
3/31/22,Pakistan,Rupee,Pakistan-Rupee,206.2,2022,3,31
3/31/22,South,Sudanese-Pound,South-Sudanese-Pound,487,2022,3,31
3/31/22,Laos,Kip,Laos-Kip,13412,2022,3,31
3/31/22,Sierra Leone,Leone,Sierra Leone-Leone,12975,2022,3,31
3/31/22,Tajikistan,Somoni,Tajikistan-Somoni,11.35,2022,3,31
3/31/22,Turkey,New Lira,Turkey-New Lira,16.402,2022,3,31
3/31/22,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,5.054,2022,3,31
3/31/22,Burma,Kyat,Burma-Kyat,1850,2022,3,31
3/31/22,Hungary,Forint,Hungary-Forint,370.05,2022,3,31
3/31/22,Lesotho,Maloti,Lesotho-Maloti,16.122,2022,3,31
3/31/22,Nambia,Dollar,Nambia-Dollar,16.122,2022,3,31
3/31/22,New Zealand,Dollar,New Zealand-Dollar,1.603,2022,3,31
3/31/22,Norway,Krone,Norway-Krone,9.823,2022,3,31
3/31/22,South Africa,Rand,South Africa-Rand,16.122,2022,3,31
3/31/22,Swaziland,Langeni,Swaziland-Langeni,16.122,2022,3,31
3/31/22,Russia,Ruble,Russia-Ruble,70.251,2022,3,31
3/31/22,Sri Lanka,Rupee,Sri Lanka-Rupee,350,2022,3,31
3/31/22,Zimbabwe,RTGS,Zimbabwe-RTGS,155.365,2022,3,31
3/31/22,Cuba,Peso,Cuba-Peso,24,2022,3,31
9/30/21,Afghanistan,Afghani,Afghanistan-Afghani,87.88,2021,9,30
3/31/22,Albania,Lek,Albania-Lek,109.15,2022,3,31
3/31/22,Algeria,Dinar,Algeria-Dinar,142.42,2022,3,31
3/31/22,Angola,Kwanza,Angola-Kwanza,444.64,2022,3,31
3/31/22,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2022,3,31
3/31/22,Argentina,Peso,Argentina-Peso,116,2022,3,31
3/31/22,Armenia,Dram,Armenia-Dram,490,2022,3,31
3/31/22,Australia,Dollar,Australia-Dollar,1.336,2022,3,31
3/31/22,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2022,3,31
3/31/22,Bahamas,Dollar,Bahamas-Dollar,1,2022,3,31
3/31/22,Bahrain,Dinar,Bahrain-Dinar,0.377,2022,3,31
3/31/22,Bangladesh,Taka,Bangladesh-Taka,86,2022,3,31
3/31/22,Barbados,Dollar,Barbados-Dollar,2.02,2022,3,31
3/31/22,Belize,Dollar,Belize-Dollar,2,2022,3,31
3/31/22,Benin,CFA Franc,Benin-CFA Franc,584,2022,3,31
3/31/22,Bermuda,Dollar,Bermuda-Dollar,1,2022,3,31
3/31/22,Bolivia,Boliviano,Bolivia-Boliviano,6.8,2022,3,31
3/31/22,Bosnia,Marka,Bosnia-Marka,1.761,2022,3,31
3/31/22,Botswana,Pula,Botswana-Pula,11.429,2022,3,31
3/31/22,Brazil,Real,Brazil-Real,4.772,2022,3,31
3/31/22,Brunei,Dollar,Brunei-Dollar,1.354,2022,3,31
3/31/22,Bulgaria,Lev New,Bulgaria-Lev New,1.761,2022,3,31
3/31/22,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,584,2022,3,31
3/31/22,Burma,Kyat,Burma-Kyat,2060,2022,3,31
3/31/22,Burundi,Franc,Burundi-Franc,2003.05,2022,3,31
3/31/22,Cambodia,Riel,Cambodia-Riel,4051,2022,3,31
3/31/22,Cameroon,CFA Franc,Cameroon-CFA Franc,590.79,2022,3,31
3/31/22,Canada,Dollar,Canada-Dollar,1.252,2022,3,31
3/31/22,Cape Verde,Escudo,Cape Verde-Escudo,99.3,2022,3,31
3/31/22,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2022,3,31
3/31/22,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,590.79,2022,3,31
3/31/22,Chad,CFA Franc,Chad-CFA Franc,590.79,2022,3,31
3/31/22,Chile,Peso,Chile-Peso,787.5,2022,3,31
3/31/22,China,Renminbi,China-Renminbi,6.342,2022,3,31
3/31/22,Colombia,Peso,Colombia-Peso,3748.52,2022,3,31
3/31/22,Comoros,Franc,Comoros-Franc,442.2,2022,3,31
3/31/22,Congo,CFA Franc,Congo-CFA Franc,590.79,2022,3,31
3/31/22,Costa Rica,Colon,Costa Rica-Colon,653.92,2022,3,31
3/31/22,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,584,2022,3,31
3/31/22,Croatia,KUNA,Croatia-KUNA,6.6,2022,3,31
3/31/22,Cuba,Chavito,Cuba-Chavito,1,2022,3,31
3/31/22,Cuba,Peso,Cuba-Peso,1,2022,3,31
3/31/22,Czech. Republic,Koruna,Czech. Republic-Koruna,21.279,2022,3,31
3/31/22,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1995.14,2022,3,31
3/31/22,Denmark,Krone,Denmark-Krone,6.7,2022,3,31
3/31/22,Djibouti,Franc,Djibouti-Franc,177,2022,3,31
3/31/22,Dominican Republic,Peso,Dominican Republic-Peso,54.7,2022,3,31
3/31/22,Ecuador,Dolares,Ecuador-Dolares,1,2022,3,31
3/31/22,Egypt,Pound,Egypt-Pound,18.21,2022,3,31
3/31/22,El Salvador,Dollar,El Salvador-Dollar,1,2022,3,31
3/31/22,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,590.79,2022,3,31
3/31/22,Ethiopia,Birr,Ethiopia-Birr,50.987,2022,3,31
3/31/22,Euro Zone,Euro,Euro Zone-Euro,0.901,2022,3,31
3/31/22,Fiji,Dollar,Fiji-Dollar,2.07,2022,3,31
3/31/22,Gabon,CFA Franc,Gabon-CFA Franc,590.79,2022,3,31
3/31/22,Gambia,Dalasi,Gambia-Dalasi,53,2022,3,31
3/31/22,Georgia,Lari,Georgia-Lari,3.03,2022,3,31
3/31/22,Ghana,Cedi,Ghana-Cedi,7.3,2022,3,31
3/31/22,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2022,3,31
3/31/22,Guatemala,Quetzal,Guatemala-Quetzal,7.67,2022,3,31
3/31/22,Guinea,Franc,Guinea-Franc,8801,2022,3,31
3/31/22,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,584,2022,3,31
3/31/22,Guyana,Dollar,Guyana-Dollar,215,2022,3,31
3/31/22,Haiti,Gourde,Haiti-Gourde,104,2022,3,31
3/31/22,Honduras,Lempira,Honduras-Lempira,24.294,2022,3,31
3/31/22,Hong Kong,Dollar,Hong Kong-Dollar,7.83,2022,3,31
3/31/22,Hungary,Forint,Hungary-Forint,332.84,2022,3,31
3/31/22,Iceland,Krona,Iceland-Krona,127.75,2022,3,31
3/31/22,India,Rupee,India-Rupee,75.724,2022,3,31
3/31/22,Indonesia,Rupiah,Indonesia-Rupiah,14343.64,2022,3,31
3/31/22,Iran,Rial,Iran-Rial,42000,2022,3,31
3/31/22,Iraq,Dinar,Iraq-Dinar,1458.5,2022,3,31
3/31/22,Israel,Shekel,Israel-Shekel,3.172,2022,3,31
3/31/22,Jamaica,Dollar,Jamaica-Dollar,155,2022,3,31
3/31/22,Japan,Yen,Japan-Yen,121.61,2022,3,31
3/31/22,Jordan,Dinar,Jordan-Dinar,0.708,2022,3,31
3/31/22,Kazakhstan,Tenge,Kazakhstan-Tenge,469.79,2022,3,31
3/31/22,Kenya,Shilling,Kenya-Shilling,114.9,2022,3,31
3/31/22,Korea,Won,Korea-Won,1213.79,2022,3,31
3/31/22,Kuwait,Dinar,Kuwait-Dinar,0.304,2022,3,31
3/31/22,Kyrgyzstan,Som,Kyrgyzstan-Som,83.309,2022,3,31
3/31/22,Laos,Kip,Laos-Kip,11731,2022,3,31
3/31/22,Lebanon,Pound,Lebanon-Pound,1500,2022,3,31
3/31/22,Lesotho,Maloti,Lesotho-Maloti,14.552,2022,3,31
3/31/22,Liberia,Dollar,Liberia-Dollar,152,2022,3,31
3/31/22,Libya,Dinar,Libya-Dinar,4.661,2022,3,31
3/31/22,Madagascar,Ariary,Madagascar-Ariary,3985,2022,3,31
3/31/22,Malawi,Kwacha,Malawi-Kwacha,1027,2022,3,31
3/31/22,Malaysia,Ringgit,Malaysia-Ringgit,4.203,2022,3,31
3/31/22,Maldives,Rufiyaa,Maldives-Rufiyaa,15.42,2022,3,31
3/31/22,Mali,CFA Franc,Mali-CFA Franc,584,2022,3,31
3/31/22,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1,2022,3,31
3/31/22,Mauritania,Ouguiya,Mauritania-Ouguiya,37,2022,3,31
3/31/22,Mauritius,Rupee,Mauritius-Rupee,44.45,2022,3,31
3/31/22,Mexico,Peso,Mexico-Peso,19.888,2022,3,31
3/31/22,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1,2022,3,31
3/31/22,Moldova,LEU,Moldova-LEU,18.28,2022,3,31
3/31/22,Mongolia,Tugrik,Mongolia-Tugrik,2944.6,2022,3,31
3/31/22,Morocco,Dirham,Morocco-Dirham,9.671,2022,3,31
3/31/22,Mozambique,Metical,Mozambique-Metical,63.2,2022,3,31
3/31/22,Nambia,Dollar,Nambia-Dollar,14.552,2022,3,31
3/31/22,Nepal,Rupee,Nepal-Rupee,121,2022,3,31
3/31/22,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2022,3,31
3/31/22,New Zealand,Dollar,New Zealand-Dollar,1.442,2022,3,31
3/31/22,Nicaragua,Cordoba,Nicaragua-Cordoba,35.65,2022,3,31
3/31/22,Niger,CFA Franc,Niger-CFA Franc,584,2022,3,31
3/31/22,Nigeria,Naira,Nigeria-Naira,405,2022,3,31
3/31/22,Norway,Krone,Norway-Krone,8.736,2022,3,31
3/31/22,Oman,Rial,Oman-Rial,0.384,2022,3,31
3/31/22,Pakistan,Rupee,Pakistan-Rupee,183.4,2022,3,31
3/31/22,Panama,Dolares,Panama-Dolares,1,2022,3,31
3/31/22,Papua New Guinea,Kina,Papua New Guinea-Kina,3.431,2022,3,31
3/31/22,Paraguay,Guarani,Paraguay-Guarani,6954.61,2022,3,31
3/31/22,Peru,Sol,Peru-Sol,3.724,2022,3,31
3/31/22,Philippines,Peso,Philippines-Peso,51.81,2022,3,31
3/31/22,Poland,Zloty,Poland-Zloty,4.19,2022,3,31
3/31/22,Qatar,Riyal,Qatar-Riyal,3.64,2022,3,31
3/31/22,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,55.41,2022,3,31
3/31/22,Republic of Palau,Dollar,Republic of Palau-Dollar,1,2022,3,31
3/31/22,Romania,New Leu,Romania-New Leu,4.454,2022,3,31
3/31/22,Russia,Ruble,Russia-Ruble,81.48,2022,3,31
3/31/22,Rwanda,Franc,Rwanda-Franc,1000,2022,3,31
3/31/22,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,22.102,2022,3,31
3/31/22,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2022,3,31
3/31/22,Senegal,CFA Franc,Senegal-CFA Franc,584,2022,3,31
3/31/22,Serbia,Dinar,Serbia-Dinar,105.93,2022,3,31
3/31/22,Seychelles,Rupee,Seychelles-Rupee,13.83,2022,3,31
3/31/22,Sierra Leone,Leone,Sierra Leone-Leone,11741.3,2022,3,31
3/31/22,Singapore,Dollar,Singapore-Dollar,1.354,2022,3,31
3/31/22,Solomon Islands,Dollar,Solomon Islands-Dollar,7.716,2022,3,31
3/31/22,Somali,Shilling,Somali-Shilling,575,2022,3,31
3/31/22,South,Sudanese-Pound,South-Sudanese-Pound,430,2022,3,31
3/31/22,South Africa,Rand,South Africa-Rand,14.552,2022,3,31
3/31/22,Spain,Euro,Spain-Euro,0.901,2022,3,31
3/31/22,Sri Lanka,Rupee,Sri Lanka-Rupee,289,2022,3,31
3/31/22,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,2022,3,31
3/31/22,Sudan,Pound,Sudan-Pound,576,2022,3,31
3/31/22,Suriname,Dollar,Suriname-Dollar,20.576,2022,3,31
3/31/22,Swaziland,Langeni,Swaziland-Langeni,14.552,2022,3,31
3/31/22,Sweden,Krona,Sweden-Krona,9.313,2022,3,31
3/31/22,Switzerland,Franc,Switzerland-Franc,0.925,2022,3,31
3/31/22,Syria,Pound,Syria-Pound,2511,2022,3,31
3/31/22,Taiwan,Dollar,Taiwan-Dollar,28.674,2022,3,31
3/31/22,Tajikistan,Somoni,Tajikistan-Somoni,12.95,2022,3,31
3/31/22,Tanzania,Shilling,Tanzania-Shilling,2322,2022,3,31
3/31/22,Thailand,Baht,Thailand-Baht,33.24,2022,3,31
3/31/22,Timor,Leste-Dili,Timor-Leste-Dili,1,2022,3,31
3/31/22,Togo,CFA Franc,Togo-CFA Franc,584,2022,3,31
3/31/22,Tonga,Pa'anga,Tonga-Pa'anga,2.174,2022,3,31
3/31/22,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.76,2022,3,31
3/31/22,Tunisia,Dinar,Tunisia-Dinar,2.945,2022,3,31
3/31/22,Turkey,New Lira,Turkey-New Lira,14.652,2022,3,31
3/31/22,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2022,3,31
3/31/22,Uganda,Shilling,Uganda-Shilling,3580,2022,3,31
3/31/22,Ukraine,Hryvnia,Ukraine-Hryvnia,29.5,2022,3,31
3/31/22,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2022,3,31
3/31/22,United Kingdom,Pound,United Kingdom-Pound,0.762,2022,3,31
3/31/22,Uruguay,Peso,Uruguay-Peso,41.24,2022,3,31
3/31/22,Uzbekistan,Som,Uzbekistan-Som,11395.21,2022,3,31
3/31/22,Vanuatu,Vatu,Vanuatu-Vatu,109.39,2022,3,31
3/31/22,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,4.366,2022,3,31
3/31/22,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832,2022,3,31
3/31/22,Vietnam,Dong,Vietnam-Dong,22838,2022,3,31
3/31/22,Western Samoa,Tala,Western Samoa-Tala,2.513,2022,3,31
3/31/22,Yemen,Rial,Yemen-Rial,580,2022,3,31
3/31/22,Zambia,New Kwacha,Zambia-New Kwacha,18.025,2022,3,31
3/31/22,Zimbabwe,RTGS,Zimbabwe-RTGS,134.743,2022,3,31
12/31/21,Ghana,Cedi,Ghana-Cedi,7,2022,12,31
12/31/21,Kyrgyzstan,Som,Kyrgyzstan-Som,104.963,2022,12,31
12/31/21,Sri Lanka,Rupee,Sri Lanka-Rupee,270,2022,12,31
12/31/21,Sudan,Pound,Sudan-Pound,590,2022,12,31
12/31/21,Tajikistan,Somoni,Tajikistan-Somoni,13,2022,12,31
12/31/21,Turkey,New Lira,Turkey-New Lira,14.62,2022,12,31
12/31/21,Angola,Kwanza,Angola-Kwanza,491.07,2022,12,31
12/31/21,Belarus,New Ruble,Belarus-New Ruble,3.05,2022,12,31
12/31/21,Kazakhstan,Tenge,Kazakhstan-Tenge,488.09,2022,12,31
12/31/21,Russia,Ruble,Russia-Ruble,94.562,2022,12,31
12/31/21,Zimbabwe,RTGS,Zimbabwe-RTGS,120.918,2022,12,31
12/31/21,Afghanistan,Afghani,Afghanistan-Afghani,91.39,2022,12,31
12/31/21,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,4.624,2022,12,31
12/31/21,Afghanistan,Afghani,Afghanistan-Afghani,103.4,2022,12,31
12/31/21,Albania,Lek,Albania-Lek,105.95,2022,12,31
12/31/21,Algeria,Dinar,Algeria-Dinar,138.284,2022,12,31
12/31/21,Angola,Kwanza,Angola-Kwanza,562.44,2022,12,31
12/31/21,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2022,12,31
12/31/21,Argentina,Peso,Argentina-Peso,107.75,2022,12,31
12/31/21,Armenia,Dram,Armenia-Dram,485,2022,12,31
12/31/21,Australia,Dollar,Australia-Dollar,1.375,2022,12,31
12/31/21,Austria,Euro,Austria-Euro,0.882,2022,12,31
12/31/21,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2022,12,31
12/31/21,Bahamas,Dollar,Bahamas-Dollar,1,2022,12,31
12/31/21,Bahrain,Dinar,Bahrain-Dinar,0.377,2022,12,31
12/31/21,Bangladesh,Taka,Bangladesh-Taka,86,2022,12,31
12/31/21,Barbados,Dollar,Barbados-Dollar,2.02,2022,12,31
12/31/21,Belarus,New Ruble,Belarus-New Ruble,2.544,2022,12,31
12/31/21,Belgium,Euro,Belgium-Euro,0.882,2022,12,31
12/31/21,Belize,Dollar,Belize-Dollar,2,2022,12,31
12/31/21,Benin,CFA Franc,Benin-CFA Franc,581.84,2022,12,31
12/31/21,Bermuda,Dollar,Bermuda-Dollar,1,2022,12,31
12/31/21,Bolivia,Boliviano,Bolivia-Boliviano,6.82,2022,12,31
12/31/21,Bosnia,Marka,Bosnia-Marka,1.724,2022,12,31
12/31/21,Botswana,Pula,Botswana-Pula,11.71,2022,12,31
12/31/21,Brazil,Real,Brazil-Real,5.668,2022,12,31
12/31/21,Brunei,Dollar,Brunei-Dollar,1.352,2022,12,31
12/31/21,Bulgaria,Lev New,Bulgaria-Lev New,1.724,2022,12,31
12/31/21,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,581.84,2022,12,31
12/31/21,Burma,Kyat,Burma-Kyat,1769.5,2022,12,31
12/31/21,Burundi,Franc,Burundi-Franc,1989.1,2022,12,31
12/31/21,Cambodia,Riel,Cambodia-Riel,4051,2022,12,31
12/31/21,Cameroon,CFA Franc,Cameroon-CFA Franc,578.24,2022,12,31
12/31/21,Canada,Dollar,Canada-Dollar,1.277,2022,12,31
12/31/21,Cape Verde,Escudo,Cape Verde-Escudo,97.22,2022,12,31
12/31/21,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2022,12,31
12/31/21,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,578.24,2022,12,31
12/31/21,Chad,CFA Franc,Chad-CFA Franc,578.24,2022,12,31
12/31/21,Chile,Peso,Chile-Peso,842.5,2022,12,31
12/31/21,China,Renminbi,China-Renminbi,6.373,2022,12,31
12/31/21,Colombia,Peso,Colombia-Peso,4030.43,2022,12,31
12/31/21,Comoros,Franc,Comoros-Franc,434.73,2022,12,31
12/31/21,Congo,CFA Franc,Congo-CFA Franc,578.24,2022,12,31
12/31/21,Costa Rica,Colon,Costa Rica-Colon,638.27,2022,12,31
12/31/21,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,581.84,2022,12,31
12/31/21,Croatia,KUNA,Croatia-KUNA,6.45,2022,12,31
12/31/21,Cross Border,Euro,Cross Border-Euro,0.882,2022,12,31
12/31/21,Cuba,Chavito,Cuba-Chavito,1,2022,12,31
12/31/21,Cuba,Peso,Cuba-Peso,24,2022,12,31
12/31/21,Cyprus,Euro,Cyprus-Euro,0.882,2022,12,31
12/31/21,Czech. Republic,Koruna,Czech. Republic-Koruna,21.417,2022,12,31
12/31/21,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1987.8,2022,12,31
12/31/21,Denmark,Krone,Denmark-Krone,6.556,2022,12,31
12/31/21,Djibouti,Franc,Djibouti-Franc,177,2022,12,31
12/31/21,Dominican Republic,Peso,Dominican Republic-Peso,56.79,2022,12,31
12/31/21,Ecuador,Dolares,Ecuador-Dolares,1,2022,12,31
12/31/21,Egypt,Pound,Egypt-Pound,15.68,2022,12,31
12/31/21,El Salvador,Dollar,El Salvador-Dollar,1,2022,12,31
12/31/21,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,578.24,2022,12,31
12/31/21,Eritrea,Nakfa,Eritrea-Nakfa,15,2022,12,31
12/31/21,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15,2022,12,31
12/31/21,Estonia,Euro,Estonia-Euro,0.882,2022,12,31
12/31/21,Ethiopia,Birr,Ethiopia-Birr,49.132,2022,12,31
12/31/21,Euro Zone,Euro,Euro Zone-Euro,0.882,2022,12,31
12/31/21,Fiji,Dollar,Fiji-Dollar,2.103,2022,12,31
12/31/21,Finland,Euro,Finland-Euro,0.882,2022,12,31
12/31/21,France,Euro,France-Euro,0.882,2022,12,31
12/31/21,Gabon,CFA Franc,Gabon-CFA Franc,578.24,2022,12,31
12/31/21,Gambia,Dalasi,Gambia-Dalasi,52,2022,12,31
12/31/21,Georgia,Lari,Georgia-Lari,3.075,2022,12,31
12/31/21,Germany,Euro,Germany-Euro,0.882,2022,12,31
12/31/21,Ghana,Cedi,Ghana-Cedi,6.05,2022,12,31
12/31/21,Greece,Euro,Greece-Euro,0.882,2022,12,31
12/31/21,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2022,12,31
12/31/21,Guatemala,Quetzal,Guatemala-Quetzal,7.7,2022,12,31
12/31/21,Guinea,Franc,Guinea-Franc,9234.2,2022,12,31
12/31/21,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,581.84,2022,12,31
12/31/21,Guyana,Dollar,Guyana-Dollar,215,2022,12,31
12/31/21,Haiti,Gourde,Haiti-Gourde,99.771,2022,12,31
12/31/21,Honduras,Lempira,Honduras-Lempira,24.254,2022,12,31
12/31/21,Hong Kong,Dollar,Hong Kong-Dollar,7.799,2022,12,31
12/31/21,Hungary,Forint,Hungary-Forint,326.32,2022,12,31
12/31/21,Iceland,Krona,Iceland-Krona,129.98,2022,12,31
12/31/21,India,Rupee,India-Rupee,74.343,2022,12,31
12/31/21,Indonesia,Rupiah,Indonesia-Rupiah,14195.28,2022,12,31
12/31/21,Iran,Rial,Iran-Rial,42000,2022,12,31
12/31/21,Iraq,Dinar,Iraq-Dinar,1458.54,2022,12,31
12/31/21,Ireland,Euro,Ireland-Euro,0.882,2022,12,31
12/31/21,Israel,Shekel,Israel-Shekel,3.099,2022,12,31
12/31/21,Italy,Euro,Italy-Euro,0.882,2022,12,31
12/31/21,Jamaica,Dollar,Jamaica-Dollar,155,2022,12,31
12/31/21,Japan,Yen,Japan-Yen,115.04,2022,12,31
12/31/21,Jordan,Dinar,Jordan-Dinar,0.708,2022,12,31
12/31/21,Kazakhstan,Tenge,Kazakhstan-Tenge,436.88,2022,12,31
12/31/21,Kenya,Shilling,Kenya-Shilling,113.05,2022,12,31
12/31/21,Korea,Won,Korea-Won,1188.92,2022,12,31
