"userid","path_type","multi_user_label","single_user","multiple_user","total_events","completed_count","completed_cat","not_completed_count","event_count_cat","device_cat","ipad_event","iphone_event","ipod_event","max_stage_complete","pathways_complete_rank","pathways_reach_rank","pathways_count","alc_count","average_age_int","max_stage","first_week","second_week","third_week","distinct_weeks","distinct_days","avg_weekly_visit","avg_daily_hrs","weekly_visit_cat","max_days_into_trial","avg_days_from_trial","trial_day","max_stage_num","avg_level","avg_cluster","avg_step","pop_event_day","pop_title","pop_category","distinct_titles","title_count_cat","max_row","max_column","avg_row","avg_col","ctp"
-9.219517986527246e+18,"alc, pathways","Single-user",1,0,36,25,"med",8,"medium","iPhone",0,36,0,"A",121,211,9,27,,"A",1,1,1,3,6,9,0,"medium",21,16,14,1,1,1,1,"Saturday ","Letter Hunt","GAM",24,"high",1,25,1,9,1
-9.218149253007415e+18,"pathways","Single-user",1,0,5,4,"low",0,"low","iPhone",0,5,0,"A",121,211,5,0,1,"A",1,0,1,2,2,3,0,"low",20,4,1,1,1,1,1,"Sunday   ","Letter Hunt",,2,"low",,,,,0
-9.217415525944872e+18,"alc, pathways","Single-user",1,0,59,36,"med",21,"high","iPhone",0,59,0,"C",511,521,40,19,4,"C",1,0,0,1,2,30,0,"high",5,3,8,3,3,1,6,"Friday   ","Make the Letters: A,a",,39,"high",20,16,3,4,0
-9.217256922534748e+18,"alc, pathways","Single-user",1,0,126,111,"very_high",14,"very high","iPad",126,0,0,"C",351,351,27,99,4,"C",1,1,1,3,10,42,3,"very high",16,10,5,3,2,1,6,"Thursday ","Swimmy","RAS",87,"very high",21,15,4,4,1
-9.21274336329643e+18,"alc, pathways","Multiple-user",0,1,144,105,"very_high",35,"very high","iPad",144,0,0,"B",961,961,64,80,3,"B",1,1,1,4,14,36,3,"very high",22,7,9,2,5,1,4,"Tuesday  ","The Airport",,87,"very high",28,16,2,3,1
-9.209766033607268e+18,"pathways","Single-user",1,0,6,5,"low",1,"low","iPhone",0,6,0,"B",781,781,6,0,,"B",1,0,0,1,1,6,0,"low",0,0,9,2,7,1,6,"Monday   ","This Little Piggy",,6,"low",,,,,1
-9.206143342432546e+18,"alc, pathways","Single-user",1,0,107,72,"very_high",29,"very high","iPad",107,0,0,"D",801,811,106,1,,"D",1,1,1,4,9,21,2,"high",30,13,1,4,5,1,7,"Sunday   ","Let's Draw",,55,"very high",1,1,1,1,1
-9.20426287557868e+18,"pathways","Multiple-user",0,1,1,0,"low",1,"low","iPad",1,0,0,,,,1,0,6,,1,0,0,1,1,1,0,"low",2,2,4,,1,,1,"Friday   ","Letters and Sounds",,1,"low",,,,,1
-9.20115143158728e+18,"alc, pathways","Single-user",1,0,91,71,"very_high",14,"high","iPad",91,0,0,"D",1111,1121,88,3,6,"D",1,0,0,1,4,91,7,"very high",3,2,9,4,7,1,5,"Wednesday","What's That Sound?",,38,"high",20,10,15,5,1
-9.198210883643228e+18,"pathways","Multiple-user",0,1,76,61,"high",12,"high","iPhone",0,76,0,"D",691,701,76,0,,"D",1,1,0,2,3,38,1,"very high",11,8,4,4,4,1,6,"Sunday   ","Make the Letters: A,a",,44,,,,,,0
-9.196206787009182e+18,"alc, pathways","Single-user",1,0,107,45,"med",51,"very high","iPhone",0,107,0,"C",441,451,91,16,3,"C",1,1,1,4,10,27,1,"high",23,6,5,3,3,1,7,"Saturday ","Ocean Animal Adventure",,51,"very high",4,18,2,5,1
-9.196121618523421e+18,"alc, pathways","Single-user",1,0,21,13,"med",8,"medium","iPhone",0,21,0,"E",291,291,13,8,6,"E",1,0,0,1,2,11,2,"medium",5,1,13,5,2,1,4,"Friday   ","The Little Red Hen",,18,"med",4,6,3,3,1
-9.195321608292498e+18,"pathways","Multiple-user",0,1,3,2,"low",1,"low","iPad",3,0,0,"E",121,131,3,0,4,"E",1,0,0,1,1,3,0,"low",0,0,12,5,1,1,2,"Thursday ","Letters and Sounds",,3,"low",,,,,1
-9.194658259830966e+18,"alc, pathways","Single-user",1,0,13,10,"med",3,"low","iPhone",0,13,0,"D",251,261,9,4,,"D",1,0,0,1,1,13,0,"medium",0,0,14,4,2,1,3,"Saturday ","New Letters and Sounds",,13,"med",1,3,1,2,1
-9.193360218573536e+18,"alc","Single-user",1,0,10,9,"med",1,"low","iPhone",0,10,0,,,,0,10,,,1,1,0,2,3,3,0,"low",10,3,1,,,,,"Sunday   ","If I Were President","GAM",8,"low",13,6,4,3,1
-9.183209722989789e+18,"pathways","Single-user",1,0,1,0,"low",1,"low","iPhone",0,1,0,,,111,1,0,6,"D",0,0,1,1,1,1,0,"low",18,18,6,4,1,1,1,"Tuesday  ","New Letters and Sounds",,1,"low",,,,,1
-9.177975460371075e+18,"alc, pathways","Single-user",1,0,36,24,"med",12,"medium","iPad",36,0,0,"C",221,231,13,23,5,"C",1,0,0,1,1,36,0,"very high",0,0,3,3,1,1,2,"Tuesday  ","4th of July","RAS",24,"high",8,26,2,8,1
-9.176190393406766e+18,"pathways","Single-user",1,0,13,5,"low",6,"low","iPad",13,0,0,"A",321,331,13,0,,"A",1,0,0,2,2,7,0,"low",25,6,13,1,3,1,3,"Friday   ","Welcome to Ancient Greece",,6,"low",,,,,0
-9.173654349313749e+18,"pathways","Single-user",1,0,21,20,"med",1,"medium","iPhone",0,21,0,"A",231,231,21,0,2,"A",1,0,0,1,1,21,0,"high",0,0,8,1,1,1,1,"Sunday   ","Letter Hunt",,4,"low",,,,,1
-9.173570503926793e+18,"alc, pathways","Multiple-user",0,1,12,7,"low",4,"low","iPhone",0,12,0,"A",211,231,7,5,2,"A",0,1,1,2,2,6,0,"low",15,13,12,1,2,1,2,"Saturday ","Paint Pots: Colors",,9,"low",3,4,2,2,1
-9.17203858978581e+18,"alc, pathways","Multiple-user",0,1,199,171,"very_high",22,"very high","iPad",199,0,0,"C",991,991,135,64,5,"C",1,1,1,4,14,40,3,"very high",31,15,11,3,4,1,5,"Friday   ","Let's Draw",,86,"very high",7,14,2,4,1
-9.167147299245251e+18,"pathways","Single-user",1,0,6,3,"low",1,"low","iPad",6,0,0,"A",211,221,6,0,2,"A",1,0,1,3,3,3,0,"low",22,7,12,1,2,1,2,"Thursday ","Let's Draw",,3,"low",,,,,0
-9.166849582514634e+18,"alc, pathways","Single-user",1,0,39,30,"med",9,"high","iPad",39,0,0,"A",541,541,29,10,,"A",1,1,1,3,4,13,2,"medium",15,6,3,1,3,1,3,"Wednesday","Singin' the Alphabet",,19,"med",19,7,8,2,1
-9.166146391226567e+18,"alc, pathways","Multiple-user",0,1,149,83,"very_high",60,"very high","iPhone",0,149,0,"C",751,761,119,30,5,"C",1,0,1,3,9,50,6,"very high",30,6,11,3,4,1,6,"Wednesday","Let's Draw",,60,"very high",16,4,3,1,0
-9.165427752817364e+18,"alc, pathways","Single-user",1,0,57,37,"med",17,"high","iPhone",0,57,0,"D",431,431,47,10,4,"D",1,0,0,2,4,19,1,"high",29,4,5,4,3,1,6,"Thursday ","Let's Listen",,37,"high",22,8,11,2,1
-9.162620678059118e+18,"pathways","Multiple-user",0,1,144,81,"very_high",47,"very high","iPhone",0,144,0,"C",631,641,144,0,4,"C",1,1,1,3,13,36,8,"very high",20,7,10,3,3,1,4,"Tuesday  ","Letter Hunt",,38,"high",,,,,1
-9.162138269014221e+18,"alc, pathways","Single-user",1,0,107,69,"very_high",28,"very high","iPhone",0,107,0,"D",931,931,85,22,5,"D",1,1,1,4,10,27,0,"high",28,7,10,4,5,1,5,"Wednesday","What's That Sound?",,55,"very high",18,20,9,4,1
-9.160437368193582e+18,"alc, pathways","Single-user",1,0,161,90,"very_high",59,"very high","iPhone",0,161,0,"C",471,491,149,12,3,"C",1,1,1,3,11,40,1,"very high",15,6,8,3,2,1,4,"Tuesday  ","Memory Game: Friends",,43,"high",4,5,2,2,1
-9.145274492851725e+18,"alc, pathways","Single-user",1,0,13,5,"low",8,"low","iPhone",0,13,0,,,,2,11,5,,1,1,0,2,2,7,0,"low",11,2,7,,1,,1,"Saturday ","New Letters and Sounds","RAS",11,"med",8,12,4,3,1
-9.137024574372571e+18,"alc, pathways","Single-user",1,0,47,36,"med",11,"high","iPod",0,0,47,"D",281,291,14,33,6,"D",1,0,0,2,4,16,1,"medium",27,2,3,4,2,1,4,"Tuesday  ","A Big Bed","FR",41,"high",3,11,2,4,1
-9.130990545890123e+18,"pathways","Multiple-user",0,1,4,3,"low",0,"low","iPhone",0,4,0,"C",131,211,4,0,1,"C",1,0,0,1,1,4,0,"low",0,0,11,3,1,1,2,"Wednesday","Letter Trees: A,a",,4,"low",,,,,1
-9.127391952711745e+18,"pathways","Multiple-user",0,1,11,8,"low",1,"low","iPad",11,0,0,"E",231,251,11,0,5,"E",1,0,0,1,2,11,0,"medium",1,0,6,5,1,1,2,"Friday   ","Letters and Sounds",,9,"low",,,,,1
-9.123385295775431e+18,"alc","Single-user",1,0,5,1,"low",4,"low","iPhone",0,5,0,,,,0,5,1,,1,0,0,1,1,5,0,"low",0,0,2,,,,,"Monday   ","Sight Word Match","GAM",2,"low",16,3,8,1,1
-9.119197431513222e+18,"alc, pathways","Multiple-user",0,1,96,60,"high",33,"very high","iPhone",0,96,0,"D",551,561,58,38,5,"D",1,0,0,1,4,96,10,"very high",3,1,10,4,3,1,4,"Tuesday  ","Peter Piper",,48,"very high",9,11,2,2,0
-9.118193086218319e+18,"pathways","Single-user",1,0,28,25,"med",3,"medium","iPad",28,0,0,"E",401,401,28,0,5,"E",1,1,0,3,4,9,1,"medium",26,10,14,5,2,1,5,"Tuesday  ","Speed Read",,24,"high",,,,,1
-9.117502050942074e+18,"alc, pathways","Single-user",1,0,40,30,"med",8,"high","iPad",40,0,0,"D",681,691,39,1,6,"D",1,0,0,1,2,20,0,"high",4,2,14,4,4,1,5,"Wednesday","Let's Draw",,23,"high",1,0,1,0,0
-9.114256026797984e+18,"pathways","Multiple-user",0,1,33,27,"med",6,"medium","iPhone",0,33,0,"C",431,441,33,0,8,"E",1,0,0,1,1,33,2,"very high",0,0,10,5,2,1,5,"Tuesday  ","Make the Letters: A,a",,23,"high",,,,,0
-9.113932198388384e+18,"alc, pathways","Multiple-user",0,1,300,234,"very_high",57,"very high","iPhone",0,300,0,"C",981,981,252,48,5,"C",1,0,1,3,11,60,2,"very high",29,17,12,3,5,2,5,"Thursday ","Letters and Sounds",,136,"very high",16,9,5,2,1
-9.111579619171686e+18,"alc, pathways","Multiple-user",0,1,129,96,"very_high",27,"very high","iPhone",0,129,0,"D",901,911,120,9,5,"D",1,1,1,4,7,32,3,"high",28,4,13,4,5,1,6,"Friday   ","Let's Draw",,40,"high",11,8,5,2,1
-9.105687488102104e+18,"alc, pathways","Multiple-user",0,1,447,348,"very_high",95,"very high","iPad",447,0,0,"C",391,401,87,360,3,"C",1,1,1,4,14,89,3,"very high",30,7,5,3,2,1,4,"Sunday   ","Pet Adventure","GAM",100,"very high",16,57,2,11,1
-9.097454580804531e+18,"alc, pathways","Single-user",1,0,22,18,"med",4,"medium","iPhone",0,22,0,"D",311,311,21,1,7,"D",1,0,0,1,2,22,0,"high",2,1,2,4,2,1,5,"Monday   ","Make the Letters: A,a",,14,"med",1,2,1,2,1
-9.092644580539865e+18,"alc, pathways","Multiple-user",0,1,29,14,"med",13,"medium","iPhone",0,29,0,"E",291,301,21,8,7,"E",1,1,1,3,3,10,0,"medium",15,5,1,5,2,1,4,"Tuesday  ","Letters and Sounds",,20,"med",5,8,3,3,1
-9.088144584287839e+18,"alc, pathways","Single-user",1,0,27,13,"med",13,"medium","iPhone",0,27,0,"D",211,221,7,20,5,"D",1,0,0,1,2,27,0,"high",5,4,9,4,2,1,2,"Saturday ","First Sound, Middle Sound","RAS",20,"med",5,8,2,3,1
-9.085943638035499e+18,"pathways","Single-user",1,0,6,5,"low",0,"low","iPad",6,0,0,"C",221,231,6,0,3,"C",1,0,0,1,1,6,0,"low",0,0,11,3,2,1,2,"Wednesday","Teamwork!",,6,"low",,,,,0
-9.084494954936253e+18,"pathways","Single-user",1,0,19,13,"med",4,"medium","iPad",19,0,0,"D",331,351,19,0,6,"D",1,0,0,1,2,19,0,"high",2,2,10,4,2,1,3,"Friday   ","Make the Letters: A,a",,13,"med",,,,,1
-9.082092108597063e+18,"pathways","Single-user",1,0,18,15,"med",3,"medium","iPhone",0,18,0,"C",321,321,18,0,4,"C",1,0,0,1,2,9,0,"medium",6,0,7,3,2,1,6,"Saturday ","Letter Trees: A,a",,14,"med",,,,,0
-9.08083898842123e+18,"alc, pathways","Single-user",1,0,129,106,"very_high",16,"very high","iPad",129,0,0,"C",991,991,128,1,3,"C",1,1,1,3,12,32,1,"high",18,5,8,3,4,1,5,"Sunday   ","Let's Draw",,69,"very high",1,0,1,0,0
-9.077322945326877e+18,"alc, pathways","Multiple-user",0,1,5,1,"low",4,"low","iPhone",0,5,0,"E",111,121,2,3,,"E",1,0,0,1,1,5,0,"low",0,0,8,5,1,1,2,"Sunday   ","Is Your Mama a Llama?",,5,"low",8,3,4,3,1
-9.074789973406928e+18,"alc, pathways","Single-user",1,0,46,40,"med",6,"high","iPhone",0,46,0,"D",391,411,22,24,4,"D",1,0,0,1,2,23,0,"high",4,2,8,4,2,1,4,"Sunday   ","Make the Letters: A,a","GAM",32,"high",18,11,10,1,0
-9.072963583195365e+18,"pathways","Single-user",1,0,9,5,"low",4,"low","iPhone",0,9,0,"D",291,301,9,0,,"D",1,0,0,1,1,9,0,"medium",0,0,14,4,2,1,7,"Saturday ","Make the Letters: A,a",,7,"low",,,,,1
-9.070924244347597e+18,"pathways","Single-user",1,0,2,2,"low",0,"low","iPad",2,0,0,"A",121,121,2,0,3,"A",1,0,0,1,1,2,0,"low",0,0,1,1,1,1,2,"Sunday   ","Letter Hunt",,1,"low",,,,,0
-9.070534175977318e+18,"pathways","Multiple-user",0,1,41,36,"med",4,"high","iPhone",0,41,0,"C",531,531,41,0,,"C",1,0,0,1,1,41,0,"very high",0,0,10,3,3,1,6,"Tuesday  ","Let's Draw",,29,"high",,,,,0
-9.066440533143947e+18,"pathways","Single-user",1,0,7,5,"low",1,"low","iPad",7,0,0,"C",131,131,7,0,2,"C",1,0,0,1,1,7,0,"low",0,0,1,3,1,1,2,"Sunday   ","Letter Trees: A,a",,3,"low",,,,,0
-9.064510610418771e+18,"alc, pathways","Single-user",1,0,81,70,"very_high",10,"high","iPad",81,0,0,"D",421,421,24,57,6,"D",1,1,1,4,5,20,4,"high",25,6,14,4,3,1,4,"Wednesday","Home Run Ronnie",,69,"very high",21,11,7,3,1
-9.063449446128035e+18,"pathways","Multiple-user",0,1,18,15,"med",3,"medium","iPad",18,0,0,"D",311,321,18,0,,"D",1,0,0,1,2,9,0,"medium",5,3,8,4,2,1,4,"Saturday ","Make the Letters: A,a",,11,"med",,,,,1
-9.061955406105748e+18,"alc, pathways","Single-user",1,0,408,151,"very_high",252,"very high","iPhone",0,408,0,"D",1041,1051,318,90,4,"D",1,1,1,3,17,102,2,"very high",20,7,5,4,5,1,6,"Thursday ","New Letters and Sounds",,124,"very high",22,22,7,4,1
-9.059816892206591e+18,"alc, pathways","Multiple-user",0,1,19,15,"med",4,"medium","iPad",19,0,0,"D",281,281,15,4,6,"D",1,0,0,1,1,19,6,"high",0,0,13,4,2,1,3,"Friday   ","Let's Draw",,14,"med",2,12,2,4,0
-9.057574532353167e+18,"alc, pathways","Single-user",1,0,27,17,"med",9,"medium","iPhone",0,27,0,"C",641,641,22,5,,"C",1,1,0,2,4,9,0,"medium",14,4,3,3,5,1,6,"Tuesday  ","Make the Letters T, t, A, a",,21,"high",4,12,2,7,1
-9.056311045668828e+18,"alc, pathways","Single-user",1,0,62,47,"med",11,"high","iPad",62,0,0,"E",451,461,39,23,6,"E",1,1,0,2,3,21,6,"high",11,1,7,5,3,1,6,"Sunday   ","Let's Draw",,44,,3,9,1,4,1
-9.054865016665254e+18,"alc, pathways","Multiple-user",0,1,51,36,"med",13,"high","iPhone",0,51,0,"D",671,681,37,14,5,"D",1,0,0,1,3,51,8,"very high",4,2,9,4,4,1,4,"Friday   ","First Sound, Last Sound",,33,"high",2,6,1,2,0
-9.051608001877107e+18,"alc, pathways","Single-user",1,0,140,113,"very_high",26,"very high","iPhone",0,140,0,"D",311,311,21,119,6,"D",1,1,1,4,12,28,3,"high",27,13,5,4,2,1,5,"Sunday   ","Thanksgiving Time","GAM",78,"very high",10,25,3,6,1
-9.047728119969822e+18,"pathways","Multiple-user",0,1,26,20,"med",5,"medium","iPhone",0,26,0,"E",401,411,26,0,,"E",1,0,0,1,1,26,1,"high",6,6,12,5,2,1,5,"Wednesday","What's that Sound?",,19,"med",,,,,1
-9.046531323613955e+18,"pathways","Single-user",1,0,7,5,"low",1,"low","iPhone",0,7,0,"D",221,241,7,0,6,"D",1,0,0,1,1,7,0,"low",0,0,14,4,2,1,2,"Saturday ","Let's Draw",,7,"low",,,,,1
-9.046231718526565e+18,"alc, pathways","Single-user",1,0,10,7,"low",0,"low","iPhone",0,10,0,"C",221,231,8,2,3,"C",1,0,0,1,4,5,1,"low",7,1,14,3,2,1,2,"Saturday ","Meet the Letter A",,8,"low",1,2,0,2,0
-9.04264953092239e+18,"alc, pathways","Single-user",1,0,13,7,"low",5,"low","iPhone",0,13,0,"A",121,221,3,10,4,"A",1,0,0,2,2,7,0,"low",31,7,3,1,1,1,2,"Tuesday  ","What a House","RAS",9,"low",9,5,3,2,1
-9.039839390339554e+18,"alc, pathways","Multiple-user",0,1,141,108,"very_high",29,"very high","iPad",141,0,0,"D",671,681,106,35,3,"D",1,1,1,3,10,35,0,"very high",21,7,11,4,4,1,4,"Monday   ","Let's Draw",,66,"very high",12,5,6,1,0
-9.038175587774859e+18,"alc, pathways","Single-user",1,0,8,6,"low",2,"low","iPad",8,0,0,"A",211,231,5,3,3,"A",1,0,0,1,1,8,0,"low",0,0,8,1,2,1,2,"Sunday   ","Letter Hunt",,6,"low",2,6,2,4,1
-9.037673057284335e+18,"pathways","Single-user",1,0,24,17,"med",6,"medium","iPad",24,0,0,"E",331,331,24,0,6,"E",1,0,1,2,2,12,0,"medium",15,6,2,5,2,1,5,"Monday   ","Earth's Extremes",,19,"med",,,,,1
-9.03279081857623e+18,"alc, pathways","Single-user",1,0,50,38,"med",11,"high","iPhone",0,50,0,"C",351,351,36,14,3,"C",1,0,0,1,1,50,8,"very high",0,0,4,3,2,1,6,"Wednesday","Fish Friends",,32,"high",18,20,8,5,1
-9.030276391922676e+18,"alc","Single-user",1,0,15,12,"med",3,"medium","iPhone",0,15,0,,,,0,15,,,1,1,0,3,4,5,0,"low",30,14,10,,,,,"Thursday ","Summer Sports",,13,"med",10,13,2,3,1
-9.028821664099791e+18,"pathways","Single-user",1,0,104,87,"very_high",10,"very high","iPhone",0,104,0,"C",991,991,104,0,3,"C",1,1,1,3,8,35,4,"very high",20,4,12,3,4,1,6,"Thursday ","Let's Draw",,62,"very high",,,,,1
-9.026131307245862e+18,"alc, pathways","Single-user",1,0,98,78,"very_high",15,"very high","iPad",98,0,0,"D",941,961,91,7,,"D",1,1,0,2,9,33,0,"very high",12,6,13,4,5,1,5,"Monday   ","Let's Draw",,39,"high",2,8,2,2,1
-9.020740444464926e+18,"pathways","Single-user",1,0,110,63,"very_high",39,"very high","iPad",110,0,0,"C",441,441,110,0,4,"C",1,1,0,3,9,22,0,"high",30,5,8,3,2,1,6,"Saturday ","Let's Draw",,30,"high",,,,,1
-9.014676662925441e+18,"alc, pathways","Multiple-user",0,1,79,31,"med",44,"high","iPad",79,0,0,"A",241,251,56,23,2,"A",1,1,1,3,10,20,2,"high",21,7,6,1,2,1,2,"Tuesday  ","Paint Pots: Colors",,24,"high",4,3,2,1,1
-9.012845454220068e+18,"alc, pathways","Single-user",1,0,30,10,"med",20,"medium","iPad",30,0,0,"B",121,211,14,16,3,"B",1,0,0,1,2,15,0,"medium",3,2,7,2,2,1,1,"Wednesday","Paint Pots: Colors","FR",7,"low",2,2,1,0,1
-9.012064543174477e+18,"alc, pathways","Single-user",1,0,68,45,"med",20,"high","iPad",68,0,0,"C",531,541,55,13,4,"C",1,1,1,3,3,23,6,"high",20,8,2,3,3,1,8,"Monday   ","River Dance",,43,"high",17,6,3,2,1
-9.010732033326348e+18,"alc, pathways","Single-user",1,0,25,12,"med",9,"medium","iPhone",0,25,0,"A",321,341,24,1,2,"A",1,0,0,1,3,13,0,"medium",4,0,8,1,2,1,3,"Sunday   ","Let's Draw",,12,"med",3,2,3,2,0
-9.003132409260575e+18,"pathways","Multiple-user",0,1,26,17,"med",8,"medium","iPad",26,0,0,"E",371,381,26,0,8,"E",1,0,0,1,1,26,0,"high",0,0,12,5,2,1,5,"Thursday ","Read and Spell",,17,"med",,,,,0
-9.00079723848841e+18,"pathways","Single-user",1,0,44,33,"med",8,"high","iPhone",0,44,0,"B",511,511,44,0,4,"B",1,0,1,2,3,15,0,"medium",16,8,6,2,3,1,5,"Sunday   ","Thomas Jefferson",,35,"high",,,,,0
-8.999816854638914e+18,"alc, pathways","Multiple-user",0,1,199,157,"very_high",37,"very high","iPad",199,0,0,"C",991,991,192,7,4,"C",1,0,1,3,9,50,8,"very high",30,19,5,3,4,1,6,"Thursday ","What Comes Next?",,134,"very high",7,2,5,1,1
-8.996081812154399e+18,"alc, pathways","Multiple-user",0,1,38,21,"med",14,"high","iPhone",0,38,0,"B",311,321,30,8,3,"B",1,1,0,2,4,19,0,"high",9,2,3,2,2,1,5,"Wednesday","Letter Hunt",,26,"high",4,8,3,6,1
-8.992914767366523e+18,"alc, pathways","Single-user",1,0,497,381,"very_high",89,"very high","iPhone",0,497,0,"C",1133,1133,434,63,3,"C",1,1,1,4,27,99,3,"very high",31,15,2,3,5,2,7,"Monday   ","Let's Draw",,217,"very high",18,17,8,3,1
-8.991341205164495e+18,"alc, pathways","Single-user",1,0,130,110,"very_high",19,"very high","iPad",130,0,0,"D",331,341,20,110,5,"D",1,1,1,3,8,43,0,"very high",16,12,3,4,2,1,5,"Friday   ","Halloween Adventure","GAM",88,"very high",14,24,3,9,1
-8.987591222076782e+18,"alc, pathways","Multiple-user",0,1,111,73,"very_high",37,"very high","iPhone",0,111,0,"D",501,501,42,69,7,"D",1,1,1,4,9,22,3,"high",24,3,7,4,3,1,5,"Sunday   ","Hats",,59,"very high",10,9,3,3,1
-8.980984350443855e+18,"alc, pathways","Single-user",1,0,3,0,"low",2,"low","iPhone",0,3,0,,,,1,2,6,,1,0,0,1,1,3,0,"low",0,0,7,,1,,1,"Saturday ","Turkey in the Straw",,3,"low",3,2,2,2,0
-8.979391653729103e+18,"alc, pathways","Single-user",1,0,90,72,"very_high",16,"high","iPad",90,0,0,"E",811,821,87,3,5,"E",1,1,0,2,2,45,4,"very high",14,4,8,5,4,1,4,"Sunday   ","Let's Draw",,35,"high",6,2,6,1,0
-8.976703714864481e+18,"alc, pathways","Multiple-user",0,1,43,31,"med",10,"high","iPhone",0,43,0,"E",381,391,41,2,5,"E",1,1,1,3,5,14,0,"medium",18,6,2,5,2,1,5,"Wednesday","Letter Hunt",,35,"high",2,0,2,0,0
-8.97352206898598e+18,"alc, pathways","Multiple-user",0,1,177,110,"very_high",67,"very high","iPhone",0,177,0,"E",121,121,6,171,8,"E",1,0,1,2,7,59,5,"very high",19,2,6,5,1,1,1,"Saturday ","Jenny Jenkins","GAM",101,"very high",18,23,3,5,1
-8.954547577075035e+18,"alc, pathways","Single-user",1,0,84,77,"very_high",7,"high","iPhone",0,84,0,"C",401,401,37,47,5,"C",1,1,1,3,6,28,0,"high",16,8,10,3,2,1,6,"Friday   ","Construction Fun","GAM",38,"high",5,15,2,3,1
-8.954273138158032e+18,"alc, pathways","Single-user",1,0,45,22,"med",22,"high","iPad",45,0,0,"E",111,121,7,38,5,"E",1,0,0,1,5,15,7,"medium",7,5,8,5,1,1,2,"Friday   ","Harold's Fairy Tale",,28,"high",7,9,2,2,1
-8.947070640552388e+18,"pathways","Single-user",1,0,20,15,"med",4,"medium","iPhone",0,20,0,"B",341,341,20,0,3,"B",1,0,0,1,1,20,0,"high",0,0,12,2,2,1,3,"Thursday ","Let's Draw",,11,"med",,,,,1
-8.943057540190175e+18,"alc, pathways","Single-user",1,0,122,102,"very_high",15,"very high","iPad",122,0,0,"D",1221,1221,104,18,4,"D",1,1,1,4,10,31,0,"high",22,9,9,4,7,1,6,"Saturday ","What's That Sound?",,48,"very high",4,12,2,2,1
-8.941963448186899e+18,"pathways","Single-user",1,0,15,13,"med",2,"medium","iPad",15,0,0,"D",371,371,15,0,6,"D",1,0,0,1,1,15,0,"medium",0,0,4,4,2,1,6,"Wednesday","Let's Draw",,13,"med",,,,,0
-8.937430971913625e+18,"pathways","Multiple-user",0,1,246,198,"very_high",40,"very high","iPhone",0,246,0,"E",1302,1312,246,0,8,"E",1,1,1,4,16,49,7,"very high",30,12,9,5,6,2,6,"Tuesday  ","Speed Read",,67,"very high",,,,,1
-8.932114359890962e+18,"alc, pathways","Multiple-user",0,1,59,42,"med",12,"high","iPad",59,0,0,"D",331,361,51,8,3,"D",1,1,1,3,7,20,1,"high",18,3,2,4,2,1,3,"Tuesday  ","Letter Hunt",,28,"high",2,10,1,6,0
-8.931522716671139e+18,"alc, pathways","Multiple-user",0,1,134,88,"very_high",41,"very high","iPad",134,0,0,"C",501,511,129,5,4,"C",1,0,0,2,6,67,3,"very high",26,3,2,3,2,1,6,"Wednesday","What Comes Next?",,45,"very high",5,2,3,1,0
-8.928420260426401e+18,"pathways","Single-user",1,0,36,32,"med",3,"medium","iPhone",0,36,0,"E",511,511,36,0,1,"E",1,0,0,1,1,36,0,"very high",0,0,10,5,3,1,6,"Tuesday  ","What's That Sound?",,26,"high",,,,,1
-8.922468908911389e+18,"pathways","Single-user",1,0,34,28,"med",4,"medium","iPad",34,0,0,"E",471,481,34,0,5,"E",1,1,0,2,2,17,0,"medium",13,6,10,5,3,1,5,"Tuesday  ","Let's Draw",,24,"high",,,,,1
-8.920643465543161e+18,"pathways","Single-user",1,0,12,10,"med",2,"low","iPhone",0,12,0,"D",281,281,12,0,5,"D",1,0,0,1,1,12,0,"medium",0,0,3,4,2,1,4,"Tuesday  ","Let's Draw",,11,"med",,,,,0
-8.920193321025754e+18,"alc, pathways","Single-user",1,0,29,24,"med",4,"medium","iPad",29,0,0,"C",291,361,17,12,1,"C",1,0,1,2,2,15,0,"medium",16,1,9,3,2,1,4,"Monday   ","Let's Draw",,22,"high",4,9,2,4,1
-8.91985665907529e+18,"alc, pathways","Multiple-user",0,1,36,25,"med",11,"medium","iPad",36,0,0,"C",321,321,18,18,5,"C",1,0,0,1,2,36,0,"very high",4,1,9,3,2,1,5,"Monday   ","Meet the Letter A",,29,"high",17,12,5,2,0
-8.91278680684065e+18,"alc, pathways","Single-user",1,0,71,53,"high",16,"high","iPhone",0,71,0,"E",281,291,16,55,4,"E",1,0,0,2,5,36,1,"very high",30,11,3,5,2,1,3,"Thursday ","Princess Adventure","GAM",49,"very high",8,22,2,6,1
-8.90018222892901e+18,"alc, pathways","Multiple-user",0,1,348,223,"very_high",94,"very high","iPhone",0,348,0,"B",961,961,265,83,4,"B",1,1,1,4,18,70,7,"very high",27,8,12,2,4,2,3,"Thursday ","Mix the Colors",,108,"very high",20,5,2,2,1
-8.898909599072999e+18,"alc, pathways","Multiple-user",0,1,281,120,"very_high",160,"very high","iPhone",0,281,0,"C",221,231,35,246,3,"C",1,1,1,4,18,56,4,"very high",26,9,11,3,2,1,2,"Friday   ","Teamwork!","GAM",114,"very high",27,48,7,5,1
