"userid","path_type","multi_user_label","single_user","multiple_user","total_events","completed_count","completed_cat","not_completed_count","event_count_cat","device_cat","ipad_event","iphone_event","ipod_event","max_stage_complete","pathways_complete_rank","pathways_reach_rank","pathways_count","alc_count","average_age_int","max_stage","first_week","second_week","third_week","distinct_weeks","distinct_days","avg_weekly_visit","avg_daily_hrs","weekly_visit_cat","max_days_into_trial","avg_days_from_trial","trial_day","max_stage_num","avg_level","avg_cluster","avg_step","pop_event_day","pop_title","pop_category","distinct_titles","title_count_cat","max_row","max_column","avg_row","avg_col","ctp"
-6.396210592161389e+18,"pathways","Single-user",1,0,63,51,"high",8,"high","iPhone",0,63,0,"C",601,611,63,0,4,"C",1,1,0,3,5,16,0,"medium",28,8,3,3,3,1,8,"Friday   ","Let's Draw",,45,"very high",,,,,1
-6.395457437455116e+18,"alc, pathways","Single-user",1,0,4,2,"low",2,"low","iPhone",0,4,0,,,,2,2,6,,1,0,0,1,2,2,0,"low",2,1,7,,1,,1,"Monday   ","Letters and Sounds","GAM",3,"low",2,2,2,1,0
-6.392857629205033e+18,"alc, pathways","Single-user",1,0,6,3,"low",3,"low","iPhone",0,6,0,"B",211,231,5,1,4,"B",1,1,0,2,2,3,0,"low",8,1,12,2,2,1,2,"Thursday ","Letter Hunt",,5,"low",1,0,1,0,1
-6.391515547335888e+18,"alc, pathways","Single-user",1,0,77,59,"high",12,"high","iPhone",0,77,0,"D",811,821,72,5,6,"D",1,1,0,2,5,26,4,"high",8,1,7,4,5,1,5,"Sunday   ","Let's Draw",,35,"high",3,10,2,3,1
-6.383595863393479e+18,"alc","Multiple-user",0,1,204,150,"very_high",54,"very high","iPad",204,0,0,,,,0,204,4,,1,1,1,4,18,34,1,"very high",31,14,6,,,,,"Tuesday  ","Power Word: Cake","RAS",87,"very high",8,66,3,6,1
-6.379466081626146e+18,"pathways","Single-user",1,0,10,8,"low",1,"low","iPad",10,0,0,"B",271,281,10,0,4,"B",1,0,0,1,1,10,0,"medium",0,0,14,2,2,1,4,"Saturday ","Letter Hunt",,9,"low",,,,,1
-6.373612875054841e+18,"pathways","Single-user",1,0,94,47,"med",42,"very high","iPad",94,0,0,"A",311,321,94,0,3,"A",1,0,1,2,5,31,9,"high",20,3,1,1,2,1,2,"Sunday   ","Sid The Science Kid: Rolie Polies",,15,"med",,,,,0
-6.37105271142599e+18,"alc, pathways","Single-user",1,0,97,77,"very_high",15,"very high","iPhone",0,97,0,"C",991,991,93,4,5,"C",1,1,1,4,9,19,1,"high",28,12,10,3,5,1,6,"Sunday   ","Let's Draw",,60,"very high",1,7,1,3,1
-6.369981284617286e+18,"alc, pathways","Single-user",1,0,38,20,"med",17,"high","iPad",38,0,0,"C",351,351,33,5,5,"C",1,0,1,3,5,13,2,"medium",28,23,1,3,2,1,5,"Sunday   ","What Comes Next?",,27,"high",6,4,4,1,1
-6.36809064005158e+18,"pathways","Single-user",1,0,34,22,"med",7,"medium","iPhone",0,34,0,"E",401,411,34,0,5,"E",1,1,1,3,5,11,0,"medium",19,6,6,5,2,1,6,"Saturday ","Let's Draw",,26,"high",,,,,1
-6.367493054676905e+18,"alc, pathways","Multiple-user",0,1,574,298,"very_high",254,"very high","iPad",574,0,0,"D",891,901,386,188,5,"D",1,1,1,4,19,96,8,"very high",31,11,8,4,4,1,7,"Monday   ","Let's Draw",,103,"very high",13,24,4,5,1
-6.362272506251826e+18,"alc, pathways","Single-user",1,0,67,52,"high",12,"high","iPhone",0,67,0,"C",581,581,60,7,4,"C",1,0,1,2,3,34,1,"very high",15,1,12,3,3,1,5,"Friday   ","Meet the Letter A",,34,"high",5,4,3,3,1
-6.352365058619394e+18,"alc, pathways","Single-user",1,0,114,70,"very_high",41,"very high","iPhone",0,114,0,"D",1021,1021,98,16,7,"D",1,1,1,4,4,29,0,"high",26,14,11,4,6,1,5,"Thursday ","Power Practice",,45,"very high",6,4,4,2,1
-6.347643786570619e+18,"alc, pathways","Single-user",1,0,73,46,"med",21,"high","iPad",73,0,0,"C",531,541,72,1,4,"C",1,0,1,3,5,18,3,"high",30,15,14,3,3,1,6,"Tuesday  ","Games and Play",,41,"high",2,1,2,1,1
-6.337442269513855e+18,"alc, pathways","Multiple-user",0,1,94,68,"very_high",25,"very high","iPad",94,0,0,"D",471,471,32,62,5,"D",1,0,0,2,2,47,4,"very high",25,1,10,4,3,1,4,"Wednesday","First Sound, Middle Sound",,68,"very high",10,12,3,3,1
-6.331343291854456e+18,"alc, pathways","Multiple-user",0,1,93,70,"very_high",20,"very high","iPhone",0,93,0,"E",661,661,90,3,5,"E",1,0,0,2,6,31,2,"high",27,2,1,5,3,1,8,"Tuesday  ","First Reader: The Boys Like to Run",,49,"very high",4,14,2,5,1
-6.331198906004434e+18,"pathways","Single-user",1,0,3,3,"low",0,"low","iPhone",0,3,0,"E",131,131,3,0,5,"E",1,0,0,1,1,3,0,"low",0,0,9,5,1,1,2,"Monday   ","More Letters and Sounds",,3,"low",,,,,0
-6.327971795149208e+18,"alc, pathways","Multiple-user",0,1,94,74,"very_high",18,"very high","iPhone",0,94,0,"D",851,851,92,2,4,"D",1,1,1,4,10,24,0,"high",29,16,4,4,5,1,7,"Thursday ","Let's Draw",,55,"very high",1,2,1,2,1
-6.325597540265335e+18,"alc, pathways","Multiple-user",0,1,114,85,"very_high",22,"very high","iPad",114,0,0,"E",681,691,83,31,7,"E",1,1,1,4,15,23,1,"high",31,17,2,5,4,1,7,"Friday   ","What's That Sound?",,71,"very high",4,22,1,7,1
-6.324550095866601e+18,"pathways","Single-user",1,0,18,13,"med",2,"medium","iPhone",0,18,0,"C",311,321,18,0,5,"C",1,1,0,2,3,9,0,"medium",8,6,4,3,2,1,5,"Monday   ","What Comes Next?",,14,"med",,,,,1
-6.323554988190843e+18,"pathways","Multiple-user",0,1,68,43,"med",21,"high","iPhone",0,68,0,"B",431,441,68,0,4,"B",1,0,0,1,3,34,5,"very high",7,3,9,2,3,1,4,"Tuesday  ","Power Word: Cake",,17,"med",,,,,0
-6.320239844194115e+18,"pathways","Multiple-user",0,1,64,48,"med",8,"high","iPhone",0,64,0,"D",431,431,64,0,5,"D",1,0,1,3,5,21,0,"high",23,6,6,4,3,1,6,"Sunday   ","Make the Letters: A,a",,27,"high",,,,,1
-6.31947889821611e+18,"pathways","Single-user",1,0,24,17,"med",5,"medium","iPad",24,0,0,"B",411,421,24,0,3,"B",1,0,0,1,2,12,0,"medium",6,2,12,2,3,1,4,"Thursday ","Let's Draw",,15,"med",,,,,1
-6.317852669875689e+18,"pathways","Single-user",1,0,5,3,"low",1,"low","iPad",5,0,0,"B",211,231,5,0,3,"B",1,0,0,1,1,5,0,"low",0,0,12,2,2,1,2,"Thursday ","Letter Hunt",,4,"low",,,,,1
-6.317481520156055e+18,"alc, pathways","Multiple-user",0,1,292,138,"very_high",148,"very high","iPhone",0,292,0,"C",691,691,264,28,2,"C",1,1,1,3,7,73,0,"very high",19,11,3,3,4,1,4,"Monday   ","Letter Hunt",,51,"very high",3,27,1,10,1
-6.317382592591915e+18,"alc, pathways","Single-user",1,0,13,10,"med",2,"low","iPhone",0,13,0,"A",281,291,12,1,2,"A",1,1,0,2,3,7,0,"low",8,1,3,1,2,1,4,"Tuesday  ","Letter Hunt",,10,"med",1,1,1,1,1
-6.315767122799547e+18,"pathways","Single-user",1,0,144,102,"very_high",42,"very high","iPad",144,0,0,"D",311,311,144,0,,"D",1,0,0,1,1,144,0,"very high",0,0,10,4,2,1,5,"Monday   ","The Dog and Its Reflection",,17,"med",,,,,1
-6.313962473202869e+18,"pathways","Single-user",1,0,5,3,"low",1,"low","iPhone",0,5,0,"A",211,221,5,0,0,"A",1,0,0,1,3,5,0,"low",3,1,12,1,2,1,1,"Thursday ","Paint Pots: Colors",,3,"low",,,,,0
-6.313272713910631e+18,"alc","Single-user",1,0,1,1,"low",0,"low","iPhone",0,1,0,,,,0,1,4,,1,0,0,1,1,1,0,"low",0,0,10,,,,,"Tuesday  ","Take Me Out to the Ball Game","SON",1,"low",1,2,1,2,0
-6.307765459239475e+18,"alc","Single-user",1,0,17,10,"med",7,"medium","iPhone",0,17,0,,,,0,17,4,,1,0,0,1,1,17,1,"medium",0,0,11,,,,,"Wednesday","Pirate Adventure","RAS",11,"med",12,30,4,3,0
-6.307662288591156e+18,"alc, pathways","Single-user",1,0,47,37,"med",7,"high","iPad",47,0,0,"B",211,221,15,32,4,"B",1,1,0,2,5,16,2,"medium",11,4,8,2,2,1,2,"Saturday ","Letter Hunt","GAM",20,"med",9,11,6,3,1
-6.304896890162056e+18,"alc, pathways","Single-user",1,0,115,79,"very_high",30,"very high","iPad",115,0,0,"C",991,991,113,2,5,"C",1,0,1,2,7,29,5,"high",15,2,14,3,5,1,6,"Saturday ","Let's Draw",,56,"very high",2,22,2,12,1
-6.303118818116053e+18,"pathways","Single-user",1,0,38,31,"med",6,"high","iPad",38,0,0,"C",361,381,38,0,5,"C",1,0,0,1,2,19,0,"high",5,2,8,3,2,1,6,"Sunday   ","Make the Letters: A,a",,20,"med",,,,,1
-6.302730190036901e+18,"alc, pathways","Single-user",1,0,75,42,"med",31,"high","iPad",75,0,0,"D",611,621,62,13,5,"D",1,0,1,3,5,25,0,"high",31,16,12,4,4,1,5,"Sunday   ","What's That Sound?",,29,"high",3,3,2,1,1
-6.30256263520139e+18,"alc, pathways","Multiple-user",0,1,22,15,"med",5,"medium","iPhone",0,22,0,"B",241,251,18,4,2,"B",1,0,0,1,2,11,2,"medium",3,1,7,2,2,1,3,"Saturday ","Sweet Tweets: Humpty Dumpty",,10,"med",6,4,2,2,1
-6.300013163362863e+18,"pathways","Single-user",1,0,30,26,"med",2,"medium","iPhone",0,30,0,"C",401,411,30,0,4,"C",1,0,0,1,2,15,0,"medium",3,1,6,3,2,1,6,"Friday   ","Let's Draw",,24,"high",,,,,0
-6.299224296200535e+18,"alc, pathways","Multiple-user",0,1,48,34,"med",14,"high","iPad",48,0,0,"D",411,421,27,21,6,"D",1,0,0,1,2,48,1,"very high",1,0,13,4,2,1,4,"Friday   ","She'll Be Comin' Round The Mountain!",,29,"high",4,12,3,5,1
-6.283499241692018e+18,"alc, pathways","Multiple-user",0,1,96,64,"very_high",29,"very high","iPad",96,0,0,"C",321,321,19,77,4,"C",1,1,1,4,9,16,1,"medium",31,14,14,3,2,1,6,"Saturday ","Candy Fight","GAM",63,"very high",22,33,8,3,1
-6.280348311293499e+18,"pathways","Single-user",1,0,14,8,"low",5,"medium","iPhone",0,14,0,"A",241,251,14,0,3,"A",1,0,0,1,1,14,0,"medium",0,0,14,1,2,1,2,"Saturday ","Letter Hunt",,5,"low",,,,,0
-6.273906803479298e+18,"alc, pathways","Multiple-user",0,1,246,168,"very_high",54,"very high","iPhone",0,246,0,"E",611,731,216,30,5,"E",1,1,1,4,13,41,3,"very high",31,18,6,5,3,1,6,"Thursday ","Let's Draw",,91,"very high",17,8,3,2,1
-6.273294090844141e+18,"pathways","Single-user",1,0,45,34,"med",10,"high","iPhone",0,45,0,"D",571,571,45,0,7,"D",1,0,0,1,2,45,3,"very high",1,1,9,4,3,1,5,"Tuesday  ","What's That Sound?",,22,"high",,,,,0
-6.272179522728199e+18,"pathways","Multiple-user",0,1,15,15,"med",0,"medium","iPhone",0,15,0,"C",231,231,15,0,4,"C",0,1,0,1,1,15,0,"medium",10,10,5,3,1,1,2,"Sunday   ","Teamwork!",,6,"low",,,,,1
-6.271811110766861e+18,"alc, pathways","Single-user",1,0,53,43,"med",9,"high","iPhone",0,53,0,"C",351,351,28,25,5,"C",1,0,0,1,3,27,7,"high",3,1,6,3,2,1,5,"Friday   ","Thomas Jefferson",,41,"high",13,11,4,4,1
-6.270321851780716e+18,"pathways","Multiple-user",0,1,6,6,"low",0,"low","iPad",6,0,0,"C",341,341,6,0,4,"C",1,0,0,1,1,6,0,"low",0,0,14,3,3,1,5,"Saturday ","Letter Sounds",,4,"low",,,,,1
-6.26883403865315e+18,"alc, pathways","Multiple-user",0,1,1020,593,"very_high",409,"very high","iPhone",0,1020,0,"D",551,561,702,318,5,"D",1,1,1,4,27,204,8,"very high",31,21,4,4,3,1,7,"Friday   ","Homing Pigeons",,95,"very high",20,25,2,3,1
-6.264755532613437e+18,"pathways","Single-user",1,0,8,5,"low",2,"low","iPad",8,0,0,"C",221,231,8,0,4,"C",1,0,0,1,1,8,0,"low",0,0,12,3,2,1,2,"Thursday ","Teamwork!",,6,"low",,,,,0
-6.263176004723255e+18,"alc, pathways","Multiple-user",0,1,166,70,"very_high",94,"very high","iPhone",0,166,0,"C",121,131,72,94,2,"C",1,1,1,4,19,28,3,"high",31,13,13,3,1,1,2,"Saturday ","Letter Trees: A,a",,33,"high",10,5,1,2,1
-6.25625142857806e+18,"alc, pathways","Single-user",1,0,47,41,"med",3,"high","iPad",47,0,0,"C",351,351,19,28,5,"C",1,1,1,3,7,16,4,"medium",17,11,8,3,2,1,7,"Sunday   ","Ocean Animal Adventure",,41,"high",8,25,2,8,1
-6.251096658041522e+18,"pathways","Single-user",1,0,25,13,"med",10,"medium","iPhone",0,25,0,"C",251,261,25,0,3,"C",1,0,0,1,1,25,3,"high",0,0,2,3,2,1,3,"Monday   ","What Comes Next?",,8,"low",,,,,1
-6.249087607195525e+18,"alc, pathways","Single-user",1,0,19,17,"med",1,"medium","iPhone",0,19,0,"D",311,311,15,4,6,"D",1,1,0,3,3,6,0,"low",22,7,3,4,2,1,5,"Tuesday  ","Singin' the Alphabet",,15,"med",2,0,2,0,1
-6.243691758516112e+18,"alc, pathways","Single-user",1,0,147,44,"med",92,"very high","iPhone",0,147,0,"A",441,451,135,12,2,"A",1,1,1,4,12,37,3,"very high",30,11,3,1,2,1,3,"Tuesday  ","Paint Pots: Colors",,34,"high",2,22,1,5,0
-6.242987598147352e+18,"alc, pathways","Single-user",1,0,222,159,"very_high",62,"very high","iPad",222,0,0,"D",701,711,76,146,5,"D",1,1,0,2,7,111,8,"very high",8,2,9,4,4,1,5,"Monday   ","Hush, Little Baby",,87,"very high",25,50,7,6,1
-6.23926386192759e+18,"alc, pathways","Single-user",1,0,245,95,"very_high",127,"very high","iPhone",0,245,0,"C",351,361,219,26,2,"C",1,1,1,4,20,41,8,"very high",31,9,6,3,2,1,5,"Friday   ","Jack and the Beanstalk",,42,"high",10,10,2,2,1
-6.236205109756192e+18,"alc, pathways","Multiple-user",0,1,66,51,"high",12,"high","iPad",66,0,0,"E",551,551,65,1,5,"E",1,0,0,1,2,66,10,"very high",2,0,4,5,3,1,7,"Wednesday","What's That Sound?",,43,"high",3,4,3,4,1
-6.232867233884685e+18,"alc, pathways","Single-user",1,0,19,9,"med",7,"medium","iPhone",0,19,0,"A",331,341,17,2,3,"A",1,0,0,1,3,10,0,"medium",5,2,11,1,2,1,3,"Wednesday","Letter Hunt",,9,"low",11,1,10,1,0
-6.232243315619191e+18,"alc, pathways","Multiple-user",0,1,47,41,"med",6,"high","iPad",47,0,0,,,,10,37,4,,1,1,0,2,3,24,0,"high",8,0,6,,1,,1,"Friday   ","Letter Trees: A,a","GAM",32,"high",3,25,2,11,1
-6.230488035585508e+18,"pathways","Single-user",1,0,143,49,"med",73,"very high","iPhone",0,143,0,"A",211,231,143,0,2,"A",1,1,1,4,17,29,4,"high",24,13,13,1,1,1,2,"Thursday ","Letter Hunt",,4,"low",,,,,0
-6.230421903692265e+18,"pathways","Single-user",1,0,38,25,"med",12,"high","iPad",38,0,0,"E",431,451,38,0,1,"E",1,0,0,1,3,19,0,"high",5,2,7,5,3,1,4,"Saturday ","Sounds Abound",,23,"high",,,,,0
-6.224876385748764e+18,"alc, pathways","Single-user",1,0,7,2,"low",2,"low","iPhone",0,7,0,"D",111,121,6,1,4,"D",1,1,0,3,4,2,0,"low",31,19,2,4,1,1,1,"Thursday ","New Letters and Sounds",,3,"low",1,0,1,0,1
-6.22343945451537e+18,"alc, pathways","Single-user",1,0,6,6,"low",0,"low","iPhone",0,6,0,"B",211,211,4,2,2,"B",1,0,0,1,3,3,0,"low",7,3,9,2,2,1,1,"Monday   ","Happy Birthday Moon",,4,"low",2,0,2,0,0
-6.219854055877473e+18,"pathways","Single-user",1,0,119,74,"very_high",38,"very high","iPhone",0,119,0,"C",441,441,119,0,4,"C",1,1,0,3,7,30,2,"high",28,7,2,3,2,1,6,"Thursday ","Letter Trees: A,a",,36,"high",,,,,1
-6.218390190139957e+18,"alc, pathways","Single-user",1,0,83,49,"med",30,"high","iPhone",0,83,0,"B",711,721,65,18,3,"B",1,0,1,2,5,21,0,"high",21,2,9,2,3,1,4,"Wednesday","Let's Draw",,45,"very high",27,5,8,2,1
-6.213198536596257e+18,"alc, pathways","Single-user",1,0,56,42,"med",12,"high","iPhone",0,56,0,"B",441,451,38,18,4,"B",1,0,0,1,3,56,1,"very high",2,1,10,2,2,1,3,"Thursday ","Letter Hunt",,33,"high",18,4,7,1,0
-6.211936685448277e+18,"pathways","Multiple-user",0,1,67,40,"med",19,"high","iPhone",0,67,0,"A",451,451,67,0,2,"A",1,1,1,4,11,11,1,"medium",29,15,7,1,3,1,3,"Saturday ","Letter Hunt",,10,"med",,,,,1
-6.207984864153504e+18,"pathways","Single-user",1,0,8,7,"low",0,"low","iPhone",0,8,0,"C",221,231,8,0,3,"C",1,0,0,1,1,8,0,"low",0,0,1,3,1,1,2,"Sunday   ","Letter Trees: A,a",,6,"low",,,,,0
-6.207622733006614e+18,"pathways","Single-user",1,0,7,5,"low",1,"low","iPhone",0,7,0,"C",221,231,7,0,4,"C",1,0,0,1,1,7,0,"low",0,0,1,3,2,1,2,"Sunday   ","Teamwork!",,7,"low",,,,,1
-6.204617474281257e+18,"alc, pathways","Single-user",1,0,14,12,"med",2,"medium","iPhone",0,14,0,"D",251,251,10,4,5,"D",1,0,0,1,2,7,0,"low",6,2,1,4,2,1,3,"Sunday   ","New Letters and Sounds",,14,"med",3,2,2,1,1
-6.203017458982065e+18,"alc, pathways","Multiple-user",0,1,266,116,"very_high",143,"very high","iPad",266,0,0,"A",331,341,168,98,2,"A",1,1,1,4,12,44,2,"very high",30,12,13,1,2,1,2,"Friday   ","Paint Pots: Colors",,46,"very high",13,5,4,1,1
-6.202974203858834e+18,"alc, pathways","Single-user",1,0,14,9,"med",3,"medium","iPhone",0,14,0,"A",251,261,10,4,3,"A",1,1,0,2,4,7,0,"low",13,2,9,1,2,1,3,"Monday   ","Letter Hunt",,9,"low",7,3,2,2,0
-6.202210441074019e+18,"pathways","Multiple-user",0,1,17,15,"med",1,"medium","iPhone",0,17,0,"E",321,321,17,0,,"E",1,0,0,1,1,17,0,"medium",0,0,3,5,2,1,5,"Tuesday  ","Make the Letters: A, I, O, U",,17,"med",,,,,0
-6.201397798116814e+18,"pathways","Single-user",1,0,33,27,"med",4,"medium","iPhone",0,33,0,"D",431,431,33,0,5,"D",1,0,0,2,3,17,0,"medium",31,15,5,4,3,1,6,"Thursday ","Make the Letters: A,a",,25,"high",,,,,1
-6.199963957629529e+18,"alc, pathways","Single-user",1,0,59,43,"med",16,"high","iPad",59,0,0,"E",111,121,2,57,6,"E",1,0,0,2,2,30,2,"high",22,3,5,5,1,1,2,"Thursday ","Jungle Adventure","GAM",51,"very high",18,23,5,7,0
-6.198915722024648e+18,"alc, pathways","Multiple-user",0,1,218,159,"very_high",49,"very high","iPhone",0,218,0,"E",681,681,174,44,5,"E",1,1,1,4,15,44,1,"very high",31,18,12,5,4,1,4,"Wednesday","Let's Draw",,81,"very high",7,8,1,2,1
-6.198522522889343e+18,"pathways","Single-user",1,0,22,19,"med",3,"medium","iPhone",0,22,0,"A",461,461,22,0,2,"A",1,0,0,1,1,22,0,"high",0,0,7,1,3,1,3,"Saturday ","Letter Board",,11,"med",,,,,0
-6.185005696062512e+18,"alc, pathways","Single-user",1,0,114,69,"very_high",44,"very high","iPhone",0,114,0,"D",681,691,85,29,4,"D",1,1,1,4,8,23,3,"high",22,8,8,4,4,1,5,"Monday   ","What's That Sound?",,34,"high",9,4,4,2,1
-6.184597067902929e+18,"alc, pathways","Single-user",1,0,178,124,"very_high",52,"very high","iPhone",0,178,0,"C",591,601,118,60,3,"C",1,1,0,2,8,89,3,"very high",13,6,2,3,3,1,8,"Friday   ","Let's Draw",,92,"very high",5,24,1,8,0
-6.184329990981873e+18,"pathways","Single-user",1,0,17,14,"med",2,"medium","iPhone",0,17,0,"B",361,371,17,0,4,"B",1,0,0,1,2,17,0,"medium",1,0,12,2,2,1,4,"Thursday ","Paint Pots: Colors",,14,"med",,,,,1
-6.183414618121391e+18,"alc, pathways","Multiple-user",0,1,232,149,"very_high",78,"very high","iPad",232,0,0,"C",811,811,98,134,5,"C",1,1,1,4,11,46,2,"very high",29,7,10,3,5,1,6,"Tuesday  ","Make the Letters T, t, A, a",,113,"very high",20,14,5,3,0
-6.181745726343256e+18,"alc, pathways","Multiple-user",0,1,15,5,"low",8,"medium","iPhone",0,15,0,"B",111,211,5,10,4,"B",1,0,0,2,4,8,1,"low",26,5,2,2,1,1,1,"Sunday   ","Letter Trees: A,a",,12,"med",4,18,2,3,0
-6.181740763679919e+18,"alc, pathways","Single-user",1,0,71,33,"med",38,"high","iPhone",0,71,0,"D",371,371,18,53,8,"D",1,1,1,4,5,18,0,"high",29,11,7,4,2,1,4,"Saturday ","Rob and Tom","SON",56,"very high",13,24,4,5,1
-6.180640754061688e+18,"alc, pathways","Single-user",1,0,19,11,"med",8,"medium","iPhone",0,19,0,"D",281,281,12,7,4,"D",1,0,0,1,1,19,0,"high",0,0,12,4,2,1,4,"Thursday ","Theodore Roosevelt",,15,"med",2,4,2,3,1
-6.179093506351628e+18,"pathways","Single-user",1,0,1,0,"low",0,"low","iPhone",0,1,0,,,,1,0,1,,1,0,0,1,1,1,0,"low",0,0,4,,1,,1,"Wednesday","Letter Hunt",,1,"low",,,,,1
-6.176662214204175e+18,"alc, pathways","Multiple-user",0,1,42,19,"med",23,"high","iPad",42,0,0,"C",331,331,38,4,4,"C",1,0,0,2,2,21,0,"high",26,7,8,3,2,1,3,"Sunday   ","Paint Pots: Colors",,15,"med",2,2,1,1,1
-6.1712344587316e+18,"alc, pathways","Single-user",1,0,19,14,"med",1,"medium","iPad",19,0,0,"C",301,311,18,1,6,"C",1,0,1,2,5,6,0,"low",19,3,1,3,2,1,6,"Sunday   ","Letter Trees: A,a",,13,"med",2,2,2,2,0
-6.171175309965995e+18,"alc, pathways","Single-user",1,0,6,4,"low",0,"low","iPhone",0,6,0,"C",131,211,5,1,3,"C",1,0,0,1,3,3,0,"low",6,3,12,3,1,1,2,"Thursday ","Same or Different",,5,"low",2,3,2,3,1
-6.170464423975119e+18,"alc, pathways","Multiple-user",0,1,41,28,"med",9,"high","iPhone",0,41,0,"E",261,281,33,8,5,"E",1,1,1,3,6,14,0,"medium",16,3,3,5,2,1,3,"Friday   ","Letter Trees: A,a",,26,"high",4,4,2,2,0
-6.163553290622553e+18,"alc, pathways","Single-user",1,0,87,63,"very_high",22,"high","iPhone",0,87,0,"D",901,911,74,13,4,"D",1,0,1,2,6,29,0,"high",18,8,11,4,5,1,5,"Sunday   ","New Letters and Sounds",,37,"high",17,4,5,1,1
-6.162234642578643e+18,"alc, pathways","Single-user",1,0,17,13,"med",2,"medium","iPad",17,0,0,"C",211,221,14,3,5,"C",1,0,0,2,3,9,0,"medium",23,11,11,3,1,1,1,"Saturday ","Letter Trees: A,a",,8,"low",5,9,2,4,0
-6.162124922348172e+18,"alc, pathways","Multiple-user",0,1,428,337,"very_high",91,"very high","iPad",428,0,0,"A",221,221,8,420,3,"A",1,1,0,3,12,107,5,"very high",30,15,13,1,2,1,1,"Sunday   ","Princess Skateboarder","RAS",137,"very high",28,34,4,4,1
-6.160080472845045e+18,"alc, pathways","Single-user",1,0,16,10,"med",5,"medium","iPhone",0,16,0,"B",121,211,7,9,2,"B",1,1,0,2,2,8,0,"low",9,5,5,2,1,1,1,"Sunday   ","Letter Hunt","GAM",8,"low",2,3,1,1,0
-6.15978907457403e+18,"pathways","Single-user",1,0,2,2,"low",0,"low","iPhone",0,2,0,"D",121,121,2,0,6,"D",1,0,0,1,1,2,0,"low",0,0,14,4,1,1,2,"Saturday ","Letters and Sounds",,2,"low",,,,,0
-6.159041003565208e+18,"pathways","Single-user",1,0,1,1,"low",0,"low","iPhone",0,1,0,"E",111,111,1,0,4,"E",1,0,0,1,1,1,0,"low",0,0,10,5,1,1,1,"Wednesday","Letters and Sounds",,1,"low",,,,,0
-6.14829291652041e+18,"alc","Single-user",1,0,26,18,"med",8,"medium","iPhone",0,26,0,,,,0,26,7,,1,1,1,4,4,9,0,"medium",22,13,4,,,,,"Thursday ","The Airport","SON",23,"high",5,17,3,2,0
-6.145341036059213e+18,"pathways","Single-user",1,0,79,63,"very_high",14,"high","iPhone",0,79,0,"D",741,741,79,0,5,"D",1,1,0,2,6,40,3,"very high",12,5,2,4,4,1,6,"Saturday ","New Letters and Sounds",,47,"very high",,,,,1
-6.139698716329966e+18,"alc, pathways","Multiple-user",0,1,306,197,"very_high",106,"very high","iPhone",0,306,0,"D",601,611,93,213,5,"D",1,1,1,3,10,102,2,"very high",17,10,3,4,3,1,6,"Friday   ","Friendship Fun","GAM",165,"very high",9,25,2,7,0
-6.131079082899005e+18,"pathways","Single-user",1,0,1,0,"low",0,"low","iPhone",0,1,0,,,,1,0,1,,1,0,0,1,1,1,0,"low",0,0,13,,1,,1,"Saturday ","Letters and Sounds",,1,"low",,,,,1
-6.123643235665267e+18,"alc, pathways","Multiple-user",0,1,36,21,"med",13,"medium","iPhone",0,36,0,"E",221,241,21,15,4,"E",1,1,0,3,5,9,1,"medium",22,9,5,5,1,1,1,"Monday   ","Letter Hunt",,17,"med",5,9,2,1,0
-6.115514369733135e+18,"alc, pathways","Multiple-user",0,1,40,26,"med",9,"high","iPad",40,0,0,"D",351,381,39,1,7,"D",1,1,0,2,7,13,0,"medium",12,6,4,4,2,1,5,"Monday   ","Sight Word Book: And",,26,"high",1,4,1,4,0
-6.115487440804557e+18,"alc, pathways","Single-user",1,0,127,103,"very_high",21,"very high","iPhone",0,127,0,"D",571,581,79,48,6,"D",1,0,0,1,4,127,5,"very high",4,2,4,4,3,1,6,"Saturday ","Make the Letters: A,a",,82,"very high",11,9,3,3,1
-6.112725162523458e+18,"pathways","Single-user",1,0,2,0,"low",2,"low","iPhone",0,2,0,,,,2,0,5,,1,0,0,1,1,2,0,"low",0,0,2,,1,,2,"Monday   ","Letters and Sounds",,2,"low",,,,,1
-6.11064652962668e+18,"pathways","Single-user",1,0,3,1,"low",1,"low","iPhone",0,3,0,"A",111,121,3,0,1,"A",1,0,0,1,1,3,0,"low",0,0,3,1,1,1,2,"Tuesday  ","Letter Hunt",,1,"low",,,,,0
-6.105642723181214e+18,"pathways","Single-user",1,0,22,13,"med",8,"medium","iPhone",0,22,0,"D",331,351,22,0,5,"D",1,0,0,1,1,22,0,"high",0,0,8,4,2,1,3,"Sunday   ","Let's Draw",,13,"med",,,,,1
-6.104281990652519e+18,"alc, pathways","Multiple-user",0,1,196,137,"very_high",59,"very high","iPhone",0,196,0,"D",1061,1061,173,23,9,"D",1,0,0,1,3,98,4,"very high",2,1,1,4,6,1,8,"Monday   ","Power Practice",,81,"very high",12,13,3,4,1
-6.103934653726838e+18,"alc, pathways","Single-user",1,0,5,3,"low",2,"low","iPhone",0,5,0,"B",121,211,4,1,4,"B",1,0,0,1,1,5,0,"low",0,0,14,2,2,1,1,"Saturday ","Paint Pots: Colors",,3,"low",1,7,1,7,0
